c_1,c_2,c_3,c_4,c_5,lev_1,lev_2,lev_3,lev_4,lev_5,code,def,source,type,list,ifc,par_1,par_2,sect,sect_parts
,,,Q,,,,,"объект, образующий поток газа",,CFGQ,,,,,,,,,
,,,,0001,,,,,Принцип действия вентилятора,CFGQ0001,,ГОСТ 22270-2018,Из списка,"осевой
радиальный",,,,<Com>,GQB
,,H,,,,,объект для обработки твердых веществ,,,CFH_,,,,,,,,,
,,,Q,,,,,объект для разделения веществ механическим путем,,CFHQ,,,,,,,,,
,,,,0001,,,,,Грязеемкость фильтра,CFHQ0001,"Масса загрязняющих веществ, которую способна задержать загрузка фильтра",ГОСТ 25151-82,Числовой,,,,,<Com>,HQ_
,,,,0002,,,,,Пылеёмкость,CFHQ0002,Масса задержанной фильтром пыли вплоть до достижения предельного перепада давления на нем.,ГОСТ Р ЕН 14799-2013,Числовой,,,,,<Com>,HQ_
,,,,0003,,,,,Аэродинамическое сопротивление,CFHQ0003,"Указывается аэродинамическое сопротивление в соответствии с Паспортом изделия, согласно ГОСТ 30528-97","СП 333.1325800.2020
ГОСТ 30528-97",Числовой,,,,,<Com>,HQB
,,,,0004,,,,,Допустимая концентрация пыли в воздухе,CFHQ0004,"Указывается допустимая концентрация пыли в воздухе в соответствии с Паспортом изделия, согласно ГОСТ 30528-97","СП 333.1325800.2020
ГОСТ 30528-97",Числовой,,,,,<Com>,HQB
,,,,0005,,,,,Пылеёмкость фильтра или фильтрующего материала,CFHQ0005,"Указывается пылеёмкость фильтра или фильтрующего материала в соответствии с Паспортом изделия, согласно ГОСТ 30528-97","СП 333.1325800.2020
ГОСТ 30528-97",Числовой,,,,,<Com>,HQB
,,,,0006,,,,,Тип воздушного фильтра,CFHQ0006,"Указывается тип воздушного фильтра в соответствии с Паспортом изделия, согласно ГОСТ 30528-97","СП 333.1325800.2020
ГОСТ 30528-97",Текстовый,,,,,<Com>,HQB
,,,,0007,,,,,Характеристика фильтрующей панели,CFHQ0007,"Указывается характеристика фильтрующей панели в соответствии с Паспортом изделия, согласно ГОСТ 30528-97","СП 333.1325800.2020
ГОСТ 30528-97",Текстовый,,,,,<Com>,HQB
,,,,0008,,,,,Эффективность очистки,CFHQ0008,"Указывается эффективность очистки в соответствии с Паспортом изделия, согласно ГОСТ 30528-97","СП 333.1325800.2020
ГОСТ 30528-97",Текстовый,,,,,<Com>,HQB
,,K,,,,,объект для обработки информации,,,CFK_,,,,,,,,,
,,,E,,,,,объект для обработки электрического сигнала,,CFKE,,,,,,,,,
,,,,0001,,,,,Интерфейс,CFKE0001,Указывается интерфейс в соответствии с Паспортом изделия,СП 333.1325800.2020,Текстовый,,,,,<Com>,KEB
,,,,0002,,,,,Тип контроллера,CFKE0002,Указывается тип контроллера в соответствии с Паспортом изделия,СП 333.1325800.2020,Текстовый,,,,,<Com>,KEB
,,,,0003,,,,,Дальность извещателя,CFKE0003,Указывается дальность в соответствии с Паспортом изделия,СП 333.1325800.2020,Числовой,,,,,<Com>,KEC
,,,,0004,,,,,Рабочая частота извещателя,CFKE0004,Указывается рабочая частота в соответствии с Паспортом изделия,СП 333.1325800.2020,Числовой,,,,,<Com>,KEC
,,,,0005,,,,,Тип извещателя,CFKE0005,Указывается тип извещателя в соответствии с Паспортом изделия,СП 333.1325800.2020,Текстовый,,,,,"<Com>
<CPr>","<Com>KEC
<CPr>CLBB
<CPr>CLBA"
,,,F,,,,,объект для ретрансляции электрических сигналов,,CFKF,,,,,,,,,
,,,,0001,,,,,Количество точек коммутации,CFKF0001,Указывается количество точек коммутации в соответствии с Паспортом изделия,СП 333.1325800.2020,Числовой,,,,,<Com>,"KFE
KGA"
,,M,,,,,"объект, приводящий в движение",,,CFM_,,,,,,,,,
,,N,,,,,"объект, осуществляющий закрытие (покрытие)",,,CFN_,,,,,,,,,
,,,C,,,,,объект отделки,,CFNC,,,,,,,,,
,,,,0001,,,,,Антистатичность пола,CFNC0001,Отсутствие накопления на покрытии пола статического электричества,СП 29.13330.2011,Логический,,,,,<Com>,NCC
,,,,0002,,,,,Безыскровость пола,CFNC0002,"Отсутствие искрообразования на покрытии пола при ударах или волочении по нему металлических или каменных предметов, а также при разрядах статического электричества.",СП 29.13330.2011,Логический,,,,,<Com>,NCC
,,,,0003,,,,,Тип покрытия пола (по типу электропроводности),CFNC0003,,"СП 29.13330.2011
Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128 ",Из списка,"антистатическое
диэлектрическое
электропроводное
электрорассеивающее",,ПР 60 15 15 10,,<Com>,NCC
,,,,0004,,,,,Тип полимерного покрытия пола,CFNC0004,,"СП 29.13330.2011
Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128 ",Из списка,"высоконаполненное
наливное",,ПР 60 15 15 10,,<Com>,NCC
,,,,0005,,,,,Скользкость пола,CFNC0005,"Свойство поверхности покрытия пола, характеризующее степень опасности передвижения по нему людей.",СП 29.13330.2011,,,,,,<Com>,NCC
,,,,0006,,,,,Экологичность пола,CFNC0006,Свойство всех элементов конструкции пола не выделять при эксплуатации вредных веществ в соответствии с требованиями санитарных норм.,СП 29.13330.2011,,,,,,<Com>,NCC
,,,,0007,,,,,Тип кровли,CFNC0007,," СП 17.13330.2017
Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128 ",Из списка,"инверсионная
мастичная
озелененная
штучная
эксплуатируемая",,ПР 10 25 19,,<Com>,NCE
,,,,0008,,,,,Вид мастики,CFNC0008,"Указывается вид мастики, согласно СП 71.13330.2017","СП 333.1325800.2020
СП 71.13330.2017",Текстовый,,,,,<Com>,NCB
,,,,0009,,,,,Тип грунтовочного состава,CFNC0009,"Указывается тип грунтовочного состава, согласно СП 71.13330.2017","СП 333.1325800.2020
СП 71.13330.2017",Текстовый,,,,,<Com>,NCB
,,,,0010,,,,,Тип штукатурной сетки,CFNC0010,"Указывается тип штукатурной сетки, согласно СП 71.13330.2017","СП 333.1325800.2020
СП 71.13330.2017",Текстовый,,,,,<Com>,NCB
,,,,0011,,,,,Строительный раствор отделки,CFNC0011,Указывается строительный раствор для швов,СП 333.1325800.2020,Текстовый,,,,,<Com>,NCB
,,P,,,,,объект представления информации,,,CFP_,,,,,,,,,
,,,G,,,,,дисплей со скалярным значением,,CFPG,,,,,,,,,
,,,,0001,,,,,Класс точности,CFPG0001,"Указывается класс точности в соответствии с Паспортом изделия, согласно ПУЭ. Правила устройства электроустановок",СП 333.1325800.2020,Текстовый,,,,,<Com>,PG_
,,,,0002,,,,,Количество тарифов,CFPG0002,Указывается количество тарифов в соответствии с Паспортом изделия,СП 333.1325800.2020,Числовой,,,,,<Com>,PGH
,,,,0003,,,,,Межповерочный интервал,CFPG0003,Указывается срок межповерочного интервала в соответствии с Паспортом изделия,СП 333.1325800.2020,Числовой,,,,,<Com>,PGH
,,,H,,,,,графический интерфейс,,CFPH,,,,,,,,,
,,,,0001,,,,,Класс дорожной разметки,CFPH0001,"Характеристика разметки, определяющая ее свойства по нормируемому параметру",ГОСТ Р 32953-2014,Текстовый,,,,,<Com>,
,,,,0002,,,,,Координаты цветности поверхности дорожной разметки,CFPH0002,"Параметры, характеризующие цвет поверхности разметки и определяемые в колориметрической системе МКО 1931 г. [1]*",ГОСТ Р 32953-2014,Текстовый,,,,,<Com>,
,,,J,,,,,акустическое устройство,,CFPJ,,,,,,,,,
,,,,0001,,,,,"Диапазон частот, до",CFPJ0001,"Указывается диапазон частот, до в соответствии с Паспортом изделия, согласно ГОСТ Р 55149-2012","СП 333.1325800.2020
ГОСТ Р 55149-2012",Числовой,,,,,<Com>,PJ_
,,,,0002,,,,,"Диапазон частот, от",CFPJ0002,"Указывается диапазон частот, от в соответствии с Паспортом изделия, согласно ГОСТ Р 55149-2012","СП 333.1325800.2020
ГОСТ Р 55149-2012",Числовой,,,,,<Com>,PJ_
,,,,0003,,,,,Тип оповещателя,CFPJ0003,"Указывается тип оповещателя в соответствии с Паспортом изделия, согласно ГОСТ Р 55149-2012","СП 333.1325800.2020
ГОСТ Р 55149-2012",Текстовый,,,,,<Com>,PJ_
,,,,0004,,,,,Уровень звукового давления,CFPJ0004,"Указывается уровень звукового давления в соответствии с Паспортом изделия, согласно ГОСТ Р 55149-2012","СП 333.1325800.2020
ГОСТ Р 55149-2012",Числовой,,,,,<Com>,PJ_
,,Q,,,,,объект управления доступом или потоком среды,,,CFQ_,,,,,,,,,
,,,A,,,,,электрический объект управления,,CFQA,,,,,,,,,
,,,,0001,,,,,Время-токовая характеристика,CFQA0001,"Кривая, задающая время, например, преддуговое время или время срабатывания, как функцию ожидаемого тока при установленных условиях оперирования",ГОСТ IEC 60947-1-2017,Из списка,"B
C
D",,,,<Com>,QAB
,,,,0002,,,,,Наличие свободных контактов,CFQA0002,"Указывается наличие свободных контактов в соответствии с Паспортом изделия, согласно ГОСТ 9098-78","СП 333.1325800.2020
ГОСТ 9098-78",Логический,,,,,<Com>,QAB
,,,,0003,,,,,Наличие токоограничителя,CFQA0003,"Указывается наличие токоограничителя в соответствии с Паспортом изделия, согласно ГОСТ 9098-78","СП 333.1325800.2020
ГОСТ 9098-78",Логический,,,,,<Com>,QAB
,,,,0004,,,,,Номинал токоограничителя,CFQA0004,"Указывается значение токоограничителя в соответствии с Паспортом изделия, согласно ГОСТ 9098-78","СП 333.1325800.2020
ГОСТ 9098-78",Числовой,,,,,<Com>,QAB
,,,,0005,,,,,Род тока главной цепи,CFQA0005,"Указывается род тока главной цепи в соответствии с Паспортом изделия, согласно ГОСТ 9098-78","СП 333.1325800.2020
ГОСТ 9098-78",Текстовый,,,,,<Com>,QAB
,,,,0006,,,,,Число полюсов,CFQA0006,"Указывается число полюсов в соответствии с Паспортом изделия, согласно ГОСТ 9098-78","СП 333.1325800.2020
ГОСТ 9098-78",Числовой,,,,,<Com>,QAB
,,,C,,,,,объект электрического заземления,,CFQC,,,,,,,,,
,,,,0001,,,,,Глубина монтажа,CFQC0001,Указывается глубина монтажа заземлителя в соответствии с Паспортом изделия,СП 333.1325800.2020,Числовой,,,,,<Com>,QCA
,,,,0002,,,,,Материал заземлителя,CFQC0002,"Указывается материал заземлителя в соответствии с Паспортом изделия, согласно ГОСТ Р 50571.5.54-2013/МЭК 60364-5-54:2011","СП 333.1325800.2020
ГОСТ Р 50571.5.54-2013/МЭК 60364-5-54:2011",Текстовый,,,,,<Com>,QCA
,,,,0003,,,,,Тип заземлителя,CFQC0003,"Указывается тип заземлителя в соответствии с Паспортом изделия, согласно ГОСТ Р 57190-2016","СП 333.1325800.2020
ГОСТ Р 57190-2016",Текстовый,,,,,<Com>,QCA
,,,Q,,,,,объект доступа к пространству,,CFQQ,,,,,,,,,
,,,,0001,,,,,Аварийный выход ,CFQQ0001,"Дверь, люк или иной выход, которые ведут на путь эвакуации, непосредственно наружу или в безопасную зону, используются как дополнительный выход для спасания людей, но не учитываются при оценке соответствия необходимого количества и размеров эвакуационных путей и эвакуационных выходов и которые удовлетворяют требованиям безопасной эвакуации людей при пожаре либо не превышают предельно допустимых значений","Федеральный закон от 04.06.2018 N 123-ФЗ
Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128",Логический,,,ПР 40 40 22,,"<Com>
<CPr>","<Com>QQA
<Com>QQC
<Com>QQD
<Com>QQE
<CPr>ACDA__
<CPr>ACDB__
<CPr>AKABJ_"
,,,,0002,,,,,Вход адаптированный ,CFQQ0002,"Вход, приспособленный для прохода маломобильных посетителей, в том числе на креслах-колясках",СП 59.13330.2020,Логический,,,,,"<Com>
<CPr>","<Com>QQC
<CPr>ACDB__"
,,,,0003,,,,,Эвакуационный выход,CFQQ0003,"Выход, ведущий на путь эвакуации, непосредственно наружу или в безопасную зону",Федеральный закон от 04.06.2018 N 123-ФЗ,Логический,,,,,"<Com>
<CPr>","<Com>QQC
<Com> XTB
<CPr>ACDB__"
,,,,0004,,,,,Класс устойчивости по взлому,CFQQ0004,"Характеристика, определяющая степень сопротивления защитного изделия усилиям, направленным на его взлом","Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128 
ГОСТ 24033-2018",Текстовый,,,ПР 40 40 10,,"<Com>
<CPr>","<Com>QQC
<CPr>ACDB__
<CPr>ACDCB_
<CPr>ACDCE_
<CPr>ACDDA__"
,,,,0005,,,,,Устойчивость к разрушающим воздействиям,CFQQ0005,,Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128 ,Логический,,,ПР 40 40 12,,"<Com>
<CPr>","<Com>QQC
<CPr>ACDB__
<CPr>ACDCB_
<CPr>ACDCE_"
,,,,0006,,,,,Процент остекления,CFQQ0006,,Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128 ,Числовой,,,ПР 40 40 14,,"<Com>
<CPr>","<Com>QQC
<CPr>ACDB__
<CPr>ACDCE_"
,,,,0007,,,,,Автоматическое открытие,CFQQ0007,,Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128 ,Логический,,,"ПР 40 40 15
ПР 40 41 15",,"<Com>
<CPr>",
,,,,0008,,,,,Автоматическое закрытие,CFQQ0008,,Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128 ,Логический,,,"ПР 40 40 16
ПР 40 41 16",,"<Com>
<CPr>","<Com>QQC
<CPr>ACDB__
<CPr>ACDCE_"
,,,,0009,,,,,Количество слоев стекол,CFQQ0009,,Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128 ,Числовой,,,"ПР 40 40 17
ПР 40 41 17",,"<Com>
<CPr>","<Com>QQC
<Com>QQA
<CPr>ACDB__
<CPr>ACDCE_
<CPr>ACDA__"
,,,,0010,,,,,Наименование газа-заполнителя камеры,CFQQ0010,,Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128 ,Текстовый,,,"ПР 40 40 18
ПР 40 41 18",,<Com>,"<Com>QQC  
<Com>QQA 
<CPr>ACDA__"
,,,,0011,,,,,Ламинирование,CFQQ0011,Процесс соединения двух и более слоев материала или материалов,"Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128 
ГОСТ 32794-2014",Логический,,,"ПР 40 40 19
ПР 40 41 19",,"<Com>
<CPr>","<Com>QQC
<CPr>ACDCE_"
,,,,0012,,,,,Армирование двери,CFQQ0012,,Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128 ,Логический,,,ПР 40 40 20,,"<Com>
<CPr>","<Com>QQC
<CPr>ACDB__
<CPr>ACDCB_
<CPr>ACDCE_"
,,,,0016,,,,,Способ открывания,CFQQ0016,,"СП 333.1325800.2020
Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128 ",Текстовый,,,ПР 40 40 24,,"<Com>
<CPr>","<Com>QQA
<Com>QQC
<Com>QQE
<CPr>ACDA__
<CPr>ACDB__"
,,,,0017,,,,,Сопротивление ветровой нагрузке,CFQQ0017,,Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128 ,Текстовый,,,ПР 40 41 10,,"<Com>
<CPr>","<Com>QQA
<CPr>ACDA__"
,,,,0018,,,,,Площадь остекления,CFQQ0018,,Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128 ,Текстовый,,,ПР 40 41 12,,"<Com>
<CPr>","<Com>QQA
<CPr>ACDA__"
,,,,0019,,,,,Путь эвакуации,CFQQ0019,Маршрут для выхода людей из опасной зоны в аварийной ситуации. Начинается от места пребывания людей и заканчивается в безопасной зоне,"СП 52.13330.2016
Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128 ",Текстовый,,,"ПР 40 41 14
ПР 40 16 12",,"<Com>
<CPr>","<Com>QQA
<CPr>ACDA__"
,,,,0021,,,,,Армирование,CFQQ0021,Усиление материала или конструкции другими более прочными материалами,"ГОСТ Р  ИСО 6707-1-2020
Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128 ",Логический,,,ПР 40 41 20,,"<Com>
<CPr>","<Com>QQA
<CPr>ACDA__"
,,,,0022,,,,,Тип окна,CFQQ0022,,Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128 ,Текстовый,,,ПР 40 41 23,,"<Com>
<CPr>","<Com>QQA
<CPr>ACDA__"
,,,,0023,,,,,Тип створок,CFQQ0023,,Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128 ,Текстовый,,,ПР 40 41 24,,"<Com>
<CPr>","<Com>QQA
<CPr>ACDA__"
,,,,0024,,,,,Легкосбрасываемое,CFQQ0024,,Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128 ,Логический,,,ПР 40 41 25,,"<Com>
<CPr>","<Com>QQA
<CPr>ACDA__"
,,,,0025,,,,,Высота подоконника,CFQQ0025,,Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128 ,Числовой,,,ПР 40 41 27,,"<Com>
<CPr>","<Com>QQA
<CPr>ACDA__"
,,,,0026,,,,,Светопропускание,CFQQ0026,,Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128 ,Текстовый,,,ПР 40 41 28,,"<Com>
<CPr>","<Com>QQA
<CPr>ACDA__"
,,,,0027,,,,,Тип проветривания,CFQQ0027,,Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128 ,Текстовый,,,ПР 40 41 30,,"<Com>
<CPr>","<Com>QQA
<CPr>ACDA__"
,,,,0028,,,,,Вид остекления ,CFQQ0028,"Указывается вид остекления, согласно ГОСТ Р 56926-2016","СП 333.1325800.2020
ГОСТ Р 56926-2016",Текстовый,,,,,"<Com>
<CPr>","<Com>QQA
<CPr>ACDA__"
,,,,0029,,,,,Класс по воздухо- и водопроницаемости изделия,CFQQ0029,"Указывается класс по воздухо- и водопроницаемости изделия, согласно ГОСТ 23166-99","СП 333.1325800.2020
ГОСТ 23166-99",Текстовый,,,,,"<Com>
<CPr>","<Com>QQA
<CPr>ACDA__"
,,,,0030,,,,,Класс по звукоизоляции изделия,CFQQ0030,"Указывается класс по звукоизоляции изделия, согласно ГОСТ 23166-99","СП 333.1325800.2020
ГОСТ 23166-99",Текстовый,,,,,"<Com>
<CPr>","<Com>QQA
<CPr>ACDA__"
,,,,0031,,,,,Класс по общему коэффициенту пропускания света изделия,CFQQ0031,"Указывается класс по общему коэффициенту пропускания света изделия, согласно ГОСТ 23166-99","СП 333.1325800.2020
ГОСТ 23166-99",Текстовый,,,,,"<Com>
<CPr>","<Com>QQA
<CPr>ACDA__"
,,,,0032,,,,,Класс по приведенному сопротивлению теплопередаче изделия,CFQQ0032,"Указывается класс по приведенному сопротивлению теплопередаче изделия, согласно ГОСТ 23166-99","СП 333.1325800.2020
ГОСТ 23166-99",Текстовый,,,,,"<Com>
<CPr>","<Com>QQA
<CPr>ACDA__"
,,,,0033,,,,,Класс по сопротивлению ветровой нагрузке изделия,CFQQ0033,"Указывается класс по сопротивлению ветровой нагрузке изделия , согласно ГОСТ 23166-99","СП 333.1325800.2020
ГОСТ 23166-99",Текстовый,,,,,"<Com>
<CPr>","<Com>QQA
<CPr>ACDA__"
,,,,0034,,,,,Конструктивное исполнение изделия,CFQQ0034,"Указывается конструктивное исполнение изделия, согласно ГОСТ 23166-99","СП 333.1325800.2020
ГОСТ 23166-99",Текстовый,,,,,"<Com>
<CPr>","<Com>QQA
<CPr>ACDA__"
,,,,0035,,,,,Строительный модуль,CFQQ0035,"Указывается строительный модуль, согласно ГОСТ 23166-99","СП 333.1325800.2020
ГОСТ 23166-99",Текстовый,,,,,"<Com>
<CPr>","<Com>QQA
<CPr>ACDA__"
,,,,0036,,,,,Вид заполнения дверных полотен,CFQQ0036,"Указывается вид заполнения дверных полотен, согласно ГОСТ 23747-2015, ГОСТ 475-2016, ГОСТ 30970-2014","СП 333.1325800.2020
 ГОСТ 23747-2015
ГОСТ 475-2016
ГОСТ 30970-2014",Текстовый,,,,,"<Com>
<CPr>","<Com>QQC 
<CPr>ACDB__"
,,,,0037,,,,,Вид отделки профилей,CFQQ0037,"Указывается вид отделки профилей, согласно ГОСТ 23747-2015, ГОСТ 475-2016, ГОСТ 30970-2014","СП 333.1325800.2020
 ГОСТ 23747-2015
ГОСТ 475-2016
ГОСТ 30970-2014",Текстовый,,,,,"<Com>
<CPr>","<Com>QQC
<CPr>ACDB__"
,,,,0038,,,,,Защитные функции,CFQQ0038,"Указывается защитные функции, согласно ГОСТ 31173-2016","СП 333.1325800.2020
ГОСТ 31173-2016",Текстовый,,,,,"<Com>
<CPr>","<Com>QQC
<CPr>ACDB__"
,,,,0039,,,,,Класс по эксплуатационным характеристикам,CFQQ0039,"Указывается класс по эксплуатационным характеристикам, согласно ГОСТ 475-2016, ГОСТ 23747-2015, ГОСТ 31173-2016, ГОСТ 30970-2014","СП 333.1325800.2020
 ГОСТ 23747-2015
ГОСТ 475-2016
ГОСТ 30970-2014
ГОСТ 31173-2016",Текстовый,,,,,"<Com>
<CPr>","<Com>QQC
<CPr>ACDB__"
,,,,0040,,,,,Конструктивное исполнение,CFQQ0040,Указывается конструктивное исполнение согласно ГОСТ,СП 333.1325800.2020,Текстовый,,,,,"<Com>
<CPr>","<Com>QQA
<Com>QQC
<CPr>ACDA__
<CPr>ACDB__"
,,,,0041,,,,,Механическая прочность,CFQQ0041,"Указывается механическая прочность, согласно ГОСТ 31173-2016","СП 333.1325800.2020
ГОСТ 31173-2016",Текстовый,,,,,"<Com>
<CPr>","<Com>QQC
<CPr>ACDB__"
,,,,0042,,,,,Вариант исполнения полотна,CFQQ0042,"Указывается вариант исполнения полотна, согласно ГОСТ 18853-73","СП 333.1325800.2020
ГОСТ 18853-73",Текстовый,,,,,"<Com>
<CPr>","<Com>QQE
<CPr>ACDB__"
,,,,0043,,,,,Класс по сопротивлению ветровой нагрузке,CFQQ0043,"Указывается класс по сопротивлению ветровой нагрузке, согласно ГОСТ 31174-2017","СП 333.1325800.2020
ГОСТ 31174-2017 ",Текстовый,,,,,"<Com>
<CPr>","<Com>QQE
<CPr>ACDB__"
,,,,0044,,,,,Конструктивный вариант исполнения полотна,CFQQ0044,"Указывается конструктивный вариант исполнения полотна, согласно ГОСТ 31174-2017","СП 333.1325800.2020
ГОСТ 31174-2017 ",Текстовый,,,,,"<Com>
<CPr>","<Com>QQE
<CPr>ACDB__"
,,,,0045,,,,,Место расположения ворот в стеновом проеме,CFQQ0045,"Указывается место расположения ворот в стеновом проеме, согласно ГОСТ 31174-2017","СП 333.1325800.2020
ГОСТ 31174-2017 ",Текстовый,,,,,"<Com>
<CPr>","<Com>QQE
<CPr>ACDB__"
,,,,0046,,,,,Механизм открывания,CFQQ0046,"Указывается механизм открывания, согласно ГОСТ 31174-2017","СП 333.1325800.2020
ГОСТ 31174-2017 ",Текстовый,,,,,"<Com>
<CPr>","<Com>QQE
<CPr>ACDB__"
,,,,0047,,,,,Наличие защитных функций,CFQQ0047,"Указывается наличие защитных функций, согласно ГОСТ 31174-2017","СП 333.1325800.2020
ГОСТ 31174-2017 ",Текстовый,,,,,"<Com>
<CPr>","<Com>QQE
<CPr>ACDB__"
,,,,0048,,,,,Применение в объектах,CFQQ0048,"Указывается применение в объектах, согласно ГОСТ 31174-2017 ","СП 333.1325800.2020
ГОСТ 31174-2017 ",Текстовый,,,,,"<Com>
<CPr>","<Com>QQE
<CPr>ACDB__"
,,,,0049,,,,,Тип ворот распашных по ГОСТ 18853-73,CFQQ0049,Тип ворот распашных согласно ГОСТ 18853-73,"СП 333.1325800.2020
ГОСТ 18853-73",Из списка,"глухие
с калиткой",,,,"<Com>
<CPr>","<Com>QQE
<CPr>ACDBA_"
,,,,0050,,,,,Конструктивное исполнение блоков дверных,CFQQ0050,Конструктивное исполнение дверных блоков согласно ГОСТ 475-2016; ГОСТ 23747-2015; ГОСТ 31173-2016; ГОСТ 30970-2014,"СП 333.1325800.2020
 ГОСТ 23747-2015
ГОСТ 475-2016
ГОСТ 30970-2014
ГОСТ 31173-2016",Текстовый,,,,,<CPr>,ACDB__
,,,,0051,,,,,Вид стекла по ГОСТ 30826-2014,CFQQ0051,Наименование вида стекла согласно ГОСТ 30826-2014,ГОСТ 30826-2014,Текстовый,,,,,<CMa>,<CMa>AGA_
,,R,,,,,ограничивающий объект,,,CFR_,,,,,,,,,
,,,B,,,,,объект для стабилизации электричества,,CFRB,,,,,,,,,
,,,,0001,,,,,Диапазон стабилизации,CFRB0001,Указывается диапазон стабилизации в соответствии с Паспортом изделия,СП 333.1325800.2020,Числовой,,,,,<Com>,RB_
,,,,0002,,,,,Погрешность стабилизации,CFRB0002,Указывается погрешность стабилизации в соответствии с Паспортом изделия,СП 333.1325800.2020,Числовой,,,,,<Com>,RB_
,,,,0003,,,,,Принцип регулирования,CFRB0003,Указывается принцип стабилизации в соответствии с Паспортом изделия,СП 333.1325800.2020,Текстовый,,,,,<Com>,RB_
,,,,0004,,,,,Скорость стабилизации,CFRB0004,Указывается скорость стабилизации в соответствии с Паспортом изделия,СП 333.1325800.2020,Числовой,,,,,<Com>,RB_
,,,N,,,,,дроссель,,CFRN,,,,,,,,,
,,,,0001,,,,,Тип диффузора,CFRN0001,"Указывается тип диффузора в соответствии с Паспортом изделия, согласно ГОСТ 32548-2013 Вентиляция зданий. Воздухораспределительные устройства. Общие технические условия",СП 333.1325800.2020,Текстовый,,,,,<Com>,RND
,,,,0002,,,,,Тип зонта,CFRN0002,Указывается тип зонта в соответствии с Паспортом изделия,СП 333.1325800.2020,Текстовый,,,,,<Com>,RND
,,,,0003,,,,,Тип отсоса,CFRN0003,Указывается тип отсоса в соответствии с Паспортом изделия,СП 333.1325800.2020,Текстовый,,,,,<Com>,RND
,,S,,,,,объект взаимодействия с человеком,,,CFS_,,,,,,,,,
,,T,,,,,преобразующий объект,,,CFT_,,,,,,,,,
,,,A,,,,,объект для трансформации электрической энергии,,CFTA,,,,,,,,,
,,,,0001,,,,,Вид силового трансформатора,CFTA0001,"Указывается вид силового трансформатора в соответствии с Паспортом изделия, согласно ГОСТ 14695-80 (СТ СЭВ 1127-78)","СП 333.1325800.2020
ГОСТ 14695-80 (СТ СЭВ 1127-78)",Текстовый,,,,,<Com>,TAA
,,,,0002,,,,,Наличие изоляции шин в РУНН,CFTA0002,"Указывается наличие изоляции шин в РУНН в соответствии с Паспортом изделия, согласно ГОСТ 14695-80 (СТ СЭВ 1127-78)","СП 333.1325800.2020
ГОСТ 14695-80 (СТ СЭВ 1127-78)",Логический,,,,,<Com>,TAA
,,,,0003,,,,,Номинальное напряжение на стороне ВН,CFTA0003,"Указывается номинальное напряжение на стороне ВН в соответствии с Паспортом изделия, согласно ГОСТ 14695-80 (СТ СЭВ 1127-78)","СП 333.1325800.2020
ГОСТ 14695-80 (СТ СЭВ 1127-78)",Числовой,,,,,<Com>,TAA
,,,,0004,,,,,Номинальное напряжение на стороне НН,CFTA0004,"Указывается номинальное напряжение на стороне НН в соответствии с Паспортом изделия, согласно ГОСТ 14695-80 (СТ СЭВ 1127-78)","СП 333.1325800.2020
ГОСТ 14695-80 (СТ СЭВ 1127-78)",Числовой,,,,,<Com>,TAA
,,,,0005,,,,,"Номинальный ток сборных шин, РУНН на стороне НН",CFTA0005,"Указывается номинальный ток сборных шин, РУНН на стороне НН в соответствии с Паспортом изделия, согласно ГОСТ 14695-80 (СТ СЭВ 1127-78)","СП 333.1325800.2020
ГОСТ 14695-80 (СТ СЭВ 1127-78)",Числовой,,,,,<Com>,TAA
