c_1,c_2,c_3,c_4,c_5,lev_1,lev_2,lev_3,lev_4,lev_5,code,def,source,type,list,ifc,par_1,par_2,sect,sect_parts,synonyms,ksi_uin
,,,,0003,,,,,Климатический подрайон,XLC_0003,"Подрайон строительства с комплексным сочетанием средней месячной температуры воздуха в январе и июле, средней скорости ветра за три зимних месяца, средней месячной относительной влажности воздуха в июле 
","СП 131.13330.2020
",Из списка,"IА; 
IБ; 
IВ; 
IГ; 
IД; 
IIА; 
IIБ; 
IIВ; 
IIГ; 
IIIА; 
IIIБ; 
IIIВ; 
IVА;  
IVБ;  
IVВ;  
IVГ",,ПР 10 45 12,,,,,KSI210000158
,,,,0004,,,,,Ветровой район,XLC_0004,"Территория, отличающаяся от других территорий определенным давлением ветра ","СП 20.13330.2016
",Из списка,"I; 
Iа; 
II; 
III; 
IV; 
V; 
VI;
VII",,ПР 10 45 13,,,,,KSI210000159
,,,,0005,,,,,Ветровое давление,XLC_0005,Скоростной напор ветра равный половине произведения плотности воздуха на скорость нормативного ветра,ГОСТ Р 56728-2015,Текстовый,,,ПР 10 45 14,,,,,KSI210000160
,,,,0006,,,,,Снеговой район,XLC_0006,"Территория, отличающаяся от других территорий весом снегового покрова",СП 20.13330.2016,Из списка,"I; 
Iа; 
II; 
III; 
IV; 
V; 
VI;
VII; 
VIII",,ПР 10 45 15,,,,,KSI210000161
,,,,0007,,,,,Вес снегового покрова,XLC_0007,Расчетное значение веса снегового покрова  на 1 м2 горизонтальной поверхности земли для отдельных населенных пунктов Российской Федерации,СП 20.13330.2016,Текстовый,,,ПР 10 45 16,,,,,KSI210000162
,,,,0008,,,,,Теплосодержание,XLC_0008,"Функция состояния термодинамической системы, определяемая как сумма внутренней энергии и произведения давления на объём ","Ансельм А. И. Основы статистической физики и термодинамики. — 2-е изд., стереотип. — СПб.: Лань, 2007. — 427 с. — (Учебники для вузов. Специальная литература)
Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128",Текстовый,,,ПР 10 45 17,,,,,KSI210000163
,,,,0009,,,,,Барометрическое давление,XLC_0009,"Климатический параметр теплого периода года для проектирования отопления, вентиляции и кондиционирования","СП 131.13330.2020
Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128",Текстовый,,,ПР 10 45 18,,,,,KSI210000164
,,,,0010,,,,,Расчетная температура воздуха наиболее холодной пятидневки,XLC_0010,"Значение, соответствующее обеспеченности 0,98 и 0,92 из ранжированного ряда температуры воздуха наиболее холодных пятидневок и соответствующих им обеспеченностей за период с 1965 по 2015 гг.","СП 131.13330.2020
Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128",Числовой,,,ПР 10 45 20,,,,,KSI210000165
,,,,0011,,,,,Средняя температура наружного воздуха за отопительный период,XLC_0011,Климатический параметр равный сумме средних суточных температур за отопительный период,"СП 131.13330.2020
Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128",Числовой,,,ПР 10 45 21,,,,,KSI210000166
,,,,0012,,,,,Продолжительность отопительного периода,XLC_0012,"Расчетный период времени работы системы отопления здания, представляющий собой среднее статистическое число суток в году, когда средняя суточная температура наружного воздуха устойчиво равна и ниже 8 °C или 10 °C в зависимости от вида здания","СП 50.13330.2024
Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128",Числовой,,,ПР 10 45 22,,,,,KSI210000167
,,,,0013,,,,,"Средняя скорость ветра за период со средней суточной температурой воздуха ≤8, °С",XLC_0013,Климатический параметр холодного периода года,"СП 131.13330.2020
Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128",Числовой,,,ПР 10 45 23,,,,,KSI210000168
,,,,0014,,,,,Температура окружающего воздуха,XLC_0014,"Климатический параметр для проектирования отопления, вентиляции и кондиционирования",СП 131.13330.2020,Числовой,,,,,,,,KSI210000169
,,,,0015,,,,,Обеспеченность климатического параметра,XLC_0015,Интегральная повторяемость значений климатического параметра ниже или выше их определенных пределов.,ГОСТ Р 55913-2020 ,Числовой,,,,,,,,KSI210002153
,,,,0016,,,,,Среднесуточная температура наружного воздуха,XLC_0016,"Среднее значение температуры наружного воздуха, измеренное в определённые часы суток через одинаковые интервалы времени. 
",ГОСТ 12.1.005-88,Числовой,,,,,,,,KSI210002154
,,,,0017,,,,,Расчетная минимальная температура наружного воздуха,XLC_0017,,СП 35.13330.2011,Числовой,,,,,,,,KSI210002155
,,,,0018,,,,,Тип исполнения стальных конструкций,XLC_0018,,СП 35.13330.2011,Из списка,"Обычное
Северное А
Северное Б",,,,,,,KSI210002156
,,,,0019,,,,,Горизонт высоких вод,XLC_0019,,СП 42.13330.2016,Числовой,,,,,,,,KSI210002157
,,,,0020,,,,,Наивысший уровень ледохода,XLC_0020,,СП 333.1325800.2020,Числовой,,,,,,,,KSI210002158
,,,U,,,,,Пользовательские,,XLCU_,,,,,,,,,,,KSI210000170
,H,,,,,Время и стоимость,,,,XH__,,,,,,,,,,,KSI210000171
,,T,,,,,Время,,,XHT_,,,,,,,,,,,KSI210000172
,,,,0001,,,,,Дата,XHT_0001,,,Дата,,,,,,,,KSI210000173
,,,,0002,,,,,Дата изготовления,XHT_0002,,,Дата,,,,,,,,KSI210000174
,,,,0003,,,,,Дата оценки физического износа,XHT_0003,,,Дата,,,,,,,,KSI210000175
,,,,0004,,,,,Норматив времени оценки физического износа,XHT_0004,,,Числовой,,,,,,,,KSI210000176
,,,,0005,,,,,Даты совершенных сервисов,XHT_0005,,,Дата,,,,,,,,KSI210000177
,,,,0006,,,,,Межсервисный интервал,XHT_0006,,,Текстовый,,,,,,,,KSI210000178
,,,,0007,,,,,Срок службы,XHT_0007,,,Текстовый,,,,,,,,KSI210000179
,,C,,,,,Стоимость,,,XHC_,,,,,,,,,,,KSI210000180
,,,,0001,,,,,Закупочная стоимость,XHC_0001,,,Числовой,,,,,,,,KSI210000181
,,,,0002,,,,,Стоимость единицы продукции,XHC_0002,,,Числовой,,,,,,,,KSI210000182
,,,,0003,,,,,Себестоимость,XHC_0003,,,Числовой,,,,,,,,KSI210000183
,,,U,,,,,Пользовательские,,XHCU,,,,,,,,,,,KSI210000184
,Q,,,,,Количества,,,,XQ__,,,,,,,,,,,KSI210000185
,,,,0001,,,,,Количество единиц,XQ__0001,,,Числовой,,,,,,,,KSI210000186
,,,,0002,,,,,Количество проводов,XQ__0002,,,Числовой,,,,,,,,KSI210000187
,,,,0003,,,,,Число скважин,XQ__0003,,,Числовой,,,,,,,,KSI210000188
,,,,0004,,,,,Число эвакуирующихся,XQ__0004,,,Числовой,,,,,,,,KSI210002040
,,U,,,,,Пользовательские,,,XQU_,,,,,,,,,,,KSI210000189
,P,,,,,Физические,,,,XP__,,,,,,,,,,,KSI210000190
,,G,,,,,Геометрические,,,XPG_,,,,,,,,,,,KSI210000191
,,,,0001,,,,,Ширина,XPG_0001,"Один из двух горизонтальных габаритов, как правило, наименьший","ГОСТ Р ИСО 6707-1-2020
Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128",Числовой,,,"ПР 40 18 10
ПР 40 60 13",,,,,KSI210000192
,,,,0002,,,,,Высота,XPG_0002,"Вертикальный габарит, отсчитываемый вверх от условного нулевого уровня","ГОСТ Р ИСО 6707-1-2020
Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128",Числовой,,,"ПР 40 18 12
ПР 40 60 14",,,,,KSI210000193
,,,,0003,,,,,Длина,XPG_0003,"Один из двух горизонтальных габаритов, как правило, наибольший","ГОСТ Р ИСО 6707-1-2020
Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128",Числовой,,,ПР 40 18 13,,,,,KSI210000194
,,,,0004,,,,,Периметр,XPG_0004,Длина замкнутого контура плоской фигуры,"Научно-технический энциклопедический словарь
Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128",Числовой,,,ПР 40 18 14,,,,,KSI210000195
,,,,0005,,,,,Площадь,XPG_0005,"Числовая характеристика двумерной поверхности, как правило, вычисляемая на основе произведения размеров двух ее сторон.","ГОСТ Р 57271.6-2016
Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128",Числовой,,,ПР 40 18 15,,,,,KSI210000196
,,,,0006,,,,,Наружный диаметр,XPG_0006,Диаметр верхней окружности,"ГОСТ 28500-90
Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128",Числовой,,,ПР 40 70 13,,,,,KSI210000197
,,,,0007,,,,,Объем,XPG_0007,"Числовая характеристика трехмерного объекта, как правило, вычисляемая на основе произведения размеров трех его сторон.","ГОСТ Р 57271.6-2016
Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128",Числовой,,,ПР 40 18 16,,,,,KSI210000198
,,,,0008,,,,,Глубина,XPG_0008,"Вертикальный габарит, отсчитываемый вниз от условного нулевого уровня",ГОСТ Р ИСО 6707-1-2020,Числовой,,,,,,,,KSI210000199
,,,,0009,,,,,Поперечное сечение,XPG_0009,Сечение под прямым углом к продольной оси,"ГОСТ Р 58331.1-2018 
 Справочник технического переводчика",Текстовый,,,,,,,,KSI210000200
,,,,0010,,,,,Диаметр,XPG_0010,"Отрезок прямой, соединяющий две точки окружности и проходящий через ее центр","Большой энциклопедический словарь. 2000
Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128",Числовой,,,ПР 40 60 13,,,,,KSI210000201
,,,,0011,,,,,Поперечный уклон,XPG_0011,"Уклон поверхности, перпендикулярный направлению движения",СП 59.13330.2020,Числовой,,,,,,,,KSI210000202
,,,,0012,,,,,Продольный уклон,XPG_0012,"Уклон поверхности, параллельный направлению движения",СП 59.13330.2020,Числовой,,,,,,,,KSI210000203
,,,,0013,,,,,Толщина,XPG_0013,"Линейный габаритный размер, измеряемый перпендикулярно плоскости длины и ширины","ГОСТ Р ИСО 6707-1-2020
Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128",Числовой,,,"ПР 40 60 19
ПР 40 70 17
ПР 60 15 15 12
ПР 60 15 15 15
ПР 60 15 15 17",,,,,KSI210000204
,,,,0014,,,,,Толщина слоя,XPG_0014,,Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128,Числовой,,,ПР 50 10 15,,,,,KSI210000205
,,,,0015,,,,,Угол наклона,XPG_0015,"Максимальный угол относительно горизонтали, под которым движутся ступени, пластины или лента","ГОСТ 33966.1-2020
Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128   ",Числовой,,,ПР 40 18 17,,,,,KSI210000206
,,,,0016,,,,,Уклон,XPG_0016,Цифровое обозначение отношения разности высот двух точек какой-либо поверхности к горизонтальному расстоянию между ними,"Рабочая документация для строительства. Выпуск I. Общие требования
Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128",Числовой,,,"ПР 40 18 18
ПР 40 45 12",,,,,KSI210000207
,,,,0017,,,,,Допуск геометрического параметра,XPG_0017,Абсолютное значение разности предельных значений геометрического параметра,ГОСТ Р 58938-2020,Числовой,,,,,,,,KSI210000208
,,,,0018,,,,,Радиус,XPG_0018,Расстояние от центра круга до окружности,ГОСТ IEC 60050-113-2015,Числовой,,,,,,,,KSI210000209
,,,,0019,,,,,Протяженность,XPG_0019,,СП 18.13330.2019,Числовой,,,,,,,,KSI210000210
,,,,0020,,,,,Высота в свету,XPG_0020,"Наименьшее вертикальное расстояние над осевой линией, свободное от всех препятствий (таких как перекладины, стояки и т.п.)",ГОСТ Р ИСО 14122-3-2009,Числовой,,,,,,,,KSI210001982
,,,,0021,,,,,Отклонения формы,XPG_0021,"Отклонение от плоскостности, прямолинейности, формы поперечного сечения", ГОСТ 26877-2008,Из списка,"Волнистость; 
Коробоватость; 
Прогиб в плоскости поперечного сечения; 
Выпуклость; 
Вогнутость; 
Разнотолщинность; 
Уширение",,,,,,,KSI210002019
,,,,0022,,,,,Перепад высот,XPG_0022,Разница уровней между верхней и нижней точками наклонной поверхности,ГОСТ Р ИСО 6707-1-2020,Числовой,,,,,,,,KSI210002023
,,,U,,,,,Пользовательские,,XPGU,,,,,,,,,,,KSI210000211
,,T,,,,,Теплотехнические,,,XPT_,,,,,,,,,,,KSI210000212
,,,,0001,,,,,Теплостойкость,XPT_0001,"Относительная величина, характеризующая способность материала сохранять свои прочностные качества после воздействия на него в течение определенного времени определенной повышенной температуры, характерной для режимов укладки горячих асфальтобетонных смесей",ГОСТ Р 55029-2020  ,Числовой,,,,,,,,KSI210000213
,,,,0002,,,,,Теплопроводность,XPT_0002,"Теплофизическая характеристика материала, отражающая его свойство передавать теплоту за счет теплопроводности и численно равная плотности теплового потока через поверхность, перпендикулярную тепловому потоку в материале при градиенте температуры в 1 Вт/К.",ГОСТ 33160-2014,Числовой,,,,,,,,KSI210000214
,,,,0003,,,,,Теплоемкость,XPT_0003,"Количество теплоты, которое надо передать телу, чтобы нагреть его на 1°С (К)","ГОСТ Р ИСО 7345-2021
Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128",Числовой,,,ПР 40 75 13,,,,,KSI210000215
,,,,0004,,,,,Термическая стойкость,XPT_0004,"Способность жесткой ошиновки (а также аппаратов, электрических машин и другого электрооборудования) выдерживать без повреждений, препятствующих дальнейшей эксплуатации, тепловое воздействие токов КЗ.",СТО 56947007-29.060.10.117-2012,Текстовый,,,,,,,,KSI210000216
