code,level_1,level_2,level_3,level_4,IFC,param_1
ЭЛ 80,Железные дороги,,,,,
ЭЛ 80 10,,Полоса отвода желехной дороги,,,,
ЭЛ 80 10 01,,,Временная полоса отвода,,,
ЭЛ 80 10 02,,,"Земельные участки, входящие в полосу отвода",,,
ЭЛ 80 10 03,,,"Земельные участки, прилегающие к полосе отвода",,,
ЭЛ 80 10 04,,,"Земельные участки, пересекаемые полосой отвода",,,
ЭЛ 80 20,,"Верхнее стронение пути, элементы пути",,,,
ЭЛ 80 20 01,,,Рельс,,,
ЭЛ 80 20 02,,,Шпала,,,
ЭЛ 80 20 03,,,Щебеночный балласт,,,
ЭЛ 80 20 04,,,Мостовое полотно,,,
ЭЛ 80 20 05,,,Стрелочные переводы,,,
ЭЛ 80 20 05 01,,,,Одиночные стрелочные переводы,,
ЭЛ 80 20 05 02,,,,Обыкновенные стрелочные переводы,,
ЭЛ 80 20 05 03,,,,Симметричные стрелочные переводы,,
ЭЛ 80 20 05 04,,,,Криводинейные разносторонние стрелочные переводы,,
ЭЛ 80 20 05 05,,,,Криволинейные односторонние стрелочные переводы,,
ЭЛ 80 20 05 06,,,,Двойные перекрестные стрелочные переводы,,
ЭЛ 80 20 06,,,Упор тупиковый,,,
ЭЛ 80 20 07,,,Столбик предельный,,,
ЭЛ 80 20 06,,,Глухие пересечения,,,
ЭЛ 80 20 06 01,,,,Глухое прямоугольное пересечение,,
ЭЛ 80 20 07,,,Съезны,,,
ЭЛ 80 20 07 01,,,,Съезд одиночный,,
ЭЛ 80 20 07 02,,,,Съезд перекрестный,,
ЭЛ 80 20 08,,,Стрелки сбрасывающие,,,
ЭЛ 80 30,,Искусственные сооружения,,,,
ЭЛ 80 30 01,,,Мостовые сооружения,,,
ЭЛ 80 30 01 01,,,,Железнодорожный мост,,
