code,level_1,level_2,level_3,level_4,param_1,param_2
ТО 26 20 10 02,,,,"Станки бурильные вращательного бурения самоходные, глубина бурения до 50 м, диаметр до 125 мм",2.1-9-12,28.92.12.130
ТО 26 20 10 03,,,,"Станки бурильные вращательного бурения самоходные, глубина бурения до 23 м, диаметр 150 мм",2.1-9-13,28.92.12.130
ТО 26 20 20,,,Буровые машины,,,
ТО 26 20 20 01,,,,Буровые машины на базе автомобиля,2.1-9-14,28.92.12.130
ТО 26 30,,Машины шарошечного бурения,,,,
ТО 26 30 10,,,На гусеничном ходу,,,
ТО 26 30 10 01,,,,Машины шарошечного бурения на гусеничном ходу,2.1-9-15,28.92.12.130
ТО 26 30 20,,,На базе трактора,,,
ТО 26 30 20 01,,,,Машины шарошечного бурения на базе трактора,2.1-9-16,28.92.12.130
ТО 26 40,,Установки буровые,,,,
ТО 26 40 10,,,Для бурения скважин под сваи,,,
ТО 26 40 10 01,,,,"Установки буровые для бурения скважин под сваи, глубина бурения до 24 м, диаметр 1200 мм",2.1-9-17,28.92.12.130
ТО 26 40 10 02,,,,"Установки буровые для бурения скважин под сваи, глубина бурения до 30 м, диаметр 600 мм",2.1-9-18,28.92.12.130
ТО 26 40 10 03,,,,"Установки буровые перфораторного бурения, глубина бурения до 25 м, диаметр 48-60 мм",2.1-9-19,28.92.12.130
ТО 26 40 10 04,,,,"Установки свайно-буровые на базе крана на гусеничном ходу, грузоподъемность до 25 т",2.1-9-20,28.92.30.110
ТО 26 40 10 05,,,,Установки для проходки траншей с плоским грейфером,2.1-9-21,28.92.27.111
ТО 26 40 10 06,,,,Установки бурильные пневматические на гусеничном ходу для сечений 10-34 м2,2.1-9-22,28.92.12.130
ТО 26 40 10 07,,,,Комплекты оборудования вращательно-колонкового бурения с электродвигателем для скважин глубиной до 300 м,2.1-9-24,28.92.12.130
ТО 26 40 10 08,,,,Установки буровые самоходные на гусеничном ходу глубина бурения сваи до 30 м,2.1-9-27,28.92.12.130
ТО 26 40 10 09,,,,"Буровые машины на гусеничном ходу, фирма ""Касагранде"" С-6, для бурения скважин, диаметр 133 мм",2.1-9-29,28.92.12.130
ТО 26 40 10 10,,,,"Фрезерные проходческие установки фирмы ""Бауэр"" ВС-30",2.1-9-31,28.92.12.129
ТО 26 40 10 11,,,,"Установки роторного бурения самоходные, глубина бурения до 500 м",2.1-9-36,28.92.12.130
ТО 26 40 20,,,Установки направленного бурения,,,
ТО 26 40 20 01,,,,"Установки горизонтально-направленного бурения, тяговое усилие до 8 т",2.1-17-99,28.92.12.130
ТО 26 40 20 02,,,,"Установки горизонтально-направленного бурения, тяговое усилие до 12 т",2.1-17-101,28.92.12.130
ТО 26 40 20 03,,,,"Установки горизонтально-направленного бурения, тяговое усилие до 20 т",2.1-17-98,28.92.12.130
ТО 26 40 20 04,,,,"Установки направленного бурения для бестраншейной прокладки ""Навигатор"", D50х100, диаметр труб 110-315 мм",2.1-17-78,28.92.12.130
ТО 26 50,,Комплекты оборудования по устройству буронабивных свай,,,,
ТО 26 50 10,,,Импортные,,,
ТО 26 50 10 01,,,,"Комплекты оборудования импортного производства по устройству буронабивных свай, диаметр свай 620800 мм",2.1-9-32,28.92.30.110
ТО 26 50 10 02,,,,"Комплекты оборудования импортного производства по устройству буронабивных свай, диаметр свай 8201000 мм",2.1-9-33,28.92.30.110
ТО 26 50 10 03,,,,"Комплекты оборудования импортного производства по устройству буронабивных свай, диаметр свай 11201500 мм",2.1-9-34,28.92.30.110
ТО 28,Компрессоры,,,,,
ТО 28 10,,Компрессоры,,,,
ТО 28 10 10,,,Автомобильные,,,
ТО 28 10 10 01,,,,"Компрессоры автомобильные, производительность до 5 м3/мин",2.1-10-1,28.13.24.000
ТО 28 10 10 02,,,,"Компрессоры автомобильные, производительность более 5 м3/мин",2.1-10-2,28.13.24.000
ТО 28 10 10 03,,,,"Компрессоры автомобильные, производительность 10 м3/мин и более",2.1-10-3,28.13.24.000
ТО 28 10 20,,,С дизельным двигателем,,,
ТО 28 10 20 01,,,,"Компрессоры с дизельным двигателем прицепные до 2,5 м3/мин",2.1-10-4,28.13.24.000
ТО 28 10 20 02,,,,Компрессоры с дизельным двигателем прицепные до 5 м3/мин,2.1-10-5,28.13.24.000
ТО 28 10 20 03,,,,Компрессоры с дизельным двигателем прицепные до 6 м3/мин,2.1-10-6,28.13.24.000
ТО 28 10 20 04,,,,Компрессоры с дизельным двигателем прицепные до 10 м3/мин,2.1-10-7,28.13.24.000
ТО 28 10 20 05,,,,Компрессоры с дизельным двигателем прицепные более 10 м3/мин,2.1-10-8,28.13.24.000
ТО 28 10 20 06,,,,"Компрессоры прицепные с дизельным двигателем, производительность 10,5 м3/мин",2.1-10-18,28.13.24.000
ТО 28 10 20 07,,,,"Компрессоры с дизельным двигателем прицепные, производительность до 30 м3/мин",2.1-10-15,28.13.24.000
ТО 28 10 30,,,С бензиновым двигателем,,,
ТО 28 10 30 01,,,,"Компрессоры с бензиновым двигателем прицепные, производительность до 5 м3/мин",2.1-10-9,28.13.24.000
ТО 28 10 30 02,,,,"Компрессоры с бензиновым двигателем прицепные, производительность до 10 м3/мин",2.1-10-10,28.13.24.000
ТО 28 10 30 03,,,,"Компрессоры стационарные, производительность до 15 м3/мин",2.1-10-11,28.13.28.000
ТО 28 10 40,,,Электрокомпрессоры прицепные,,,
ТО 28 10 40 01,,,,"Электрокомпрессоры прицепные, производительность до 1 м3/мин",2.1-10-14,28.13.24.000
ТО 28 10 40 02,,,,"Электрокомпрессоры прицепные, производительность до 3,5 м3/мин",2.1-10-12,28.13.24.000
ТО 28 10 40 03,,,,"Электрокомпрессоры прицепные, производительность до 5 м3/мин",2.1-10-13,28.13.24.000
ТО 28 10 50,,,Пневмоустановки,,,
ТО 28 10 50 01,,,,"Пневмоустановки типа ""Тайфун"" для очистки внутренних поверхностей трубопровода от жестких и гелеобразных отложений",2.1-10-17,28.13.28.000
ТО 30,Насосы и установки водопонижения,,,,,
ТО 30 10,,Насосы,,,,
ТО 30 10 10,,,Для водопонижения,,,
ТО 30 10 10 01,,,,"Насосы для водопонижения и водоотлива, мощность до 4 кВт",2.1-11-1,28.13.14.190
ТО 30 10 10 02,,,,"Насосы для водопонижения и водоотлива, мощность до 15 кВт",2.1-11-2,28.13.14.190
ТО 30 10 10 03,,,,"Насосы для водопонижения и водоотлива, мощность до 45 кВт",2.1-11-3,28.13.14.190
ТО 30 10 10 04,,,,"Насосы для водопонижения и водоотлива, мощность до 75 кВт",2.1-11-4,28.13.14.190
ТО 30 10 10 05,,,,"Водоотливные установки, производительность до 2000 л/мин, напор до 6 м",2.1-11-24,28.13.14.190
ТО 30 10 15,,,Насосные станции,,,
ТО 30 10 15 01,,,,"Насосные станции электрические стационарные, производительность до 50 м3/ч, напор 100 м",2.1-11-5,28.13.14.190
ТО 30 10 15 02,,,,"Насосные станции электрические стационарные, производительность до 100 м3/ч, напор 100 м",2.1-11-6,28.13.14.190
ТО 30 10 15 03,,,,"Насосные станции на базе автомобиля, производительность до 50 м3/ч, напор 100 м",2.1-11-7,28.13.14.190
ТО 30 10 15 04,,,,"Насосные станции электрические и землесосные установки, производительность до 200 м3/ч, напор 100м",2.1-11-8,28.13.14.190
ТО 30 10 20,,,Центробежные самовсасывающие,,,
ТО 30 10 20 01,,,,"Насосы центробежные самовсасывающие, производительность 8-60 м3/ч, напор 21,7-4,3 м",2.1-11-9,28.13.14.110
ТО 30 10 20 02,,,,"Насосы центробежные самовсасывающие, производительность 18-130 м3/ч, напор 20,5-8,3 м",2.1-11-10,28.13.14.110
ТО 30 10 20 03,,,,"Насосы центробежные самовсасывающие, производительность до 25 м3/ч, напор 150 м",2.1-11-11,28.13.14.110
ТО 30 10 25,,,Центробежные погружные,,,
ТО 30 10 25 01,,,,"Насосы центробежные погружные производительность 10-25 м3/ч, напор 10-20 м",2.1-11-12,28.13.14.110
ТО 30 10 25 02,,,,"Насосы центробежные погружные производительность до 160 м3/ч, напор 100 м",2.1-11-14,28.13.14.110
ТО 30 10 30,,,Вакуумные,,,
ТО 30 10 30 01,,,,"Насосы вакуумные, производительность до 3,6 м3/мин",2.1-11-16,28.13.14.190
ТО 30 10 30 02,,,,"Установки вакуумные фирмы ""Виланд"" на автомобиле ""Ивеко"", Италия",2.1-11-89,28.13.21.000
ТО 30 10 35,,,Насосы буровые для нагнетания промывочной жидкости,,,
ТО 30 10 35 01,,,,"Насосы буровые для нагнетания промывочной жидкости, производительность 0,9-7,2м3/ч, напор 400200 м",2.1-11-19,28.13.14.190
ТО 30 10 35 02,,,,"Насосы буровые для нагнетания промывочной жидкости, производительность до 32 м3/ч, напор до 400 м",2.1-11-20,28.13.14.190
ТО 30 10 35 03,,,,"Насосы буровые для подачи воды, производительность до 160 м3/ч, напор до 30 м",2.1-11-21,28.13.14.190
ТО 30 10 35 04,,,,"Насосы грязевые, производительность до 15 м3/ч, напор до 50 м",2.1-11-34,28.13.14.190
ТО 30 10 35 05,,,,"Насосы смесительные, производительность 6-55 л/мин",2.1-11-40,28.13.14.190
ТО 30 10 35 06,,,,"Насосы смесительные ""Duo-Mix Plus"", производительность до 60 л/мин",2.1-17-113,28.13.14.190
ТО 30 10 35 07,,,,"Насосы моторные отливные, производительность 400 м3/ч",2.1-11-71,28.13.14.190
ТО 30 10 35 08,,,,"Насосы высокого давления фирмы ""Керхер""",2.1-11-72,28.13.14.190
ТО 30 10 35 09,,,,"Насосы фекальные НФ-6 на шасси ЗИЛ-130, производительность 22,5 м3/ч",2.1-11-73,28.13.14.190
ТО 30 10 35 10,,,,"Насосы центробежные, подача 200 м3, напор 90 м",2.1-11-85,28.13.14.110
ТО 30 10 35 11,,,,"Насосы консольные моноблочные, подача до 100 м3, напор до 65 м",2.1-11-86,28.13.14.190
ТО 30 10 40,,,Илососы,,,
ТО 30 10 40 01,,,,"Илососы, производительность до 20 м3/ч",2.1-11-22,28.13.14.190
ТО 30 10 40 02,,,,"Илососы, производительность более 20 м3/ч",2.1-11-23,28.13.14.190
ТО 30 10 45,,,Агрегаты электронасосные,,,
ТО 30 10 45 01,,,,"Агрегаты электронасосные, производительность до 7,2 м3/ч",2.1-11-27,28.13.14.190
ТО 30 10 45 02,,,,"Агрегаты электронасосные для подачи нейтральной жидкости и суспензии, производительность до 1000 м3/ч, напор до 100 м",2.1-11-28,28.13.14.190
ТО 30 10 45 03,,,,"Агрегаты электронасосные для опрессовки сосудов, котлов и систем трубопроводов, подача 0,252 м3/ч",2.1-11-90,28.13.14.190
ТО 30 10 50,,,Маслонасосы,,,
ТО 30 10 50 01,,,,"Маслонасосы шестеренные, производительность до 2,3 м3/ч",2.1-11-31,28.12.13.110
ТО 30 10 60,,,Станции и установки насосные,,,
ТО 30 10 60 01,,,,Станции насосные для привода домкрата,2.1-11-35,28.13.14.190
ТО 30 10 60 02,,,,"Станции насосные плавучие дизельные, мощность 80175 л .с.",2.1-11-36,28.13.14.190
ТО 30 10 60 03,,,,"Установки насосные, подача до 63 м3, напор до 270 м",2.1-11-87,28.13.14.190
ТО 30 10 60 04,,,,"Установки иглофильтровые легкие, подача до 140 м3, напор до 36 м",2.1-11-88,28.13.14.190
ТО 30 10 60 05,,,,Установки для очистки канализации,2.1-11-37,28.13.14.190
ТО 30 10 65,,,Оборудование для откачки воды,,,
ТО 30 10 65 01,,,,Комплекты оборудования для откачки воды с компрессором с двигателем внутреннего сгорания,2.1-11-38,28.13.14.190
ТО 30 20,,Гидромониторнонасосные установки,,,,
ТО 30 20 10,,,Дизельные,,,
ТО 30 20 10 01,,,,"Гидромониторно-насосные установки дизельные стационарные, производительность до 400 м3/ч, напор до 40 м",2.1-11-25,28.13.14.190
ТО 30 20 10 02,,,,"Гидромониторно-насосные установки дизельные стационарные, производительность до 700 м3/ч, напор до 80 м",2.1-11-26,28.13.14.190
ТО 30 30,,Гидромониторноэжекторные и землесосные снаряды,,,,
ТО 30 30 10,,,Для разработки подводных траншей,,,
ТО 30 30 10 01,,,,"Гидромониторно-эжекторные и землесосные снаряды для разработки подводных траншей, производительность до 30 м3/ч",2.1-11-81,30.11.33.110
ТО 30 30 10 02,,,,"Гидромониторно-эжекторные и землесосные снаряды для разработки подводных траншей, производительность до 37 м3/ч",2.1-11-83,30.11.33.110
ТО 30 30 10 03,,,,"Гидромониторно-эжекторные и землесосные снаряды для разработки подводных траншей, производительность до 60 м3/ч",2.1-11-78,30.11.33.110
ТО 30 30 10 04,,,,"Гидромониторно-эжекторные и землесосные снаряды для разработки подводных траншей, производительность до 90 м3/ч (на понтонах)",2.1-11-76,30.11.33.110
ТО 30 30 20,,,Земснаряды штанговые,,,
ТО 30 30 20 01,,,,"Земснаряды штанговые типа ""Селигер"", ""Байкал"", производительность до 120 м3/ч",2.1-11-79,30.11.33.110
ТО 30 40,,Размыв и отсос грунта,,,,
ТО 30 40 10,,,Размыв и отсос грунта,,,
ТО 30 40 10 01,,,,Установки для размыва и отсоса грунта,2.1-11-82,30.11.33.110
ТО 30 40 10 02,,,,"Насосы для подмыва грунта, производительность до 60 м3/ч, напор до 165 м",2.1-11-18,28.13.14.190
ТО 32,Устройства для обогрева и сушки помещений,,,,,
ТО 32 10,,Устройства для обогрева и сушки помещений,,,,
ТО 32 10 10,,,Устройства для обогрева и сушки помещений,,,
ТО 32 10 10 01,,,,"Теплогенераторы, производительность до 100 Мкал/час",2.1-12-1,28.99.31.120
ТО 32 10 10 02,,,,Моторные подогреватели на автоходу,2.1-12-7,28.99.39.190
ТО 32 10 10 03,,,,Шкафы сушильные,2.1-12-11,28.99.31.120
ТО 32 10 10 04,,,,Воздухосушители,2.1-12-12,28.99.31.120
ТО 32 10 10 05,,,,"Установки ""Суховей-2М""",2.1-12-13,28.99.31.120
ТО 32 10 10 06,,,,Электроводонагреватели,2.1-12-9,27.51.25.110
ТО 32 10 10 07,,,,"Электрокалориферы, производительность до 1000 м3/ч",2.1-12-10,28.99.31.120
ТО 32 10 10 08,,,,"Электрокалориферы, мощность теплового потока 1792 кал/с",2.1-12-14,28.99.31.120
ТО 32 10 10 09,,,,"Сушильные площадки, мощность теплового потока 6453 кал/с",2.1-12-15,28.99.31.120
ТО 32 10 10 10,,,,"Контейнерблоки с парогенератором, водоочистительной установкой, баком для воды, электрическим генератором",2.1-12-16,28.99.39.190
ТО 32 10 10 11,,,,"Установки ""Феникс"" с электрогенератором, парогенератором, реверсивной машиной на грузовом фургоне ""Мерседес-Бенц 2631""",2.1-12-18,28.99.39.190
ТО 34,"Электростанции, оборудование для сварки",,,,,
ТО 34 10,,Электростанции,,,,
ТО 34 10 10,,,Передвижные на автоходу,,,
ТО 34 10 10 01,,,,"Электростанции передвижные на автоходу, мощность до 100 кВт",2.1-13-1,27.11.32.120
ТО 34 10 20,,,Передвижные прицепные,,,
ТО 34 10 20 01,,,,"Электростанции передвижные прицепные, мощность до 30 кВт",2.1-13-2,27.11.32.120
ТО 34 10 20 02,,,,"Электростанции передвижные прицепные, мощность до 100 кВт",2.1-13-3,27.11.32.120
ТО 34 10 20 03,,,,"Электростанции передвижные прицепные, мощность до 200 кВт",2.1-13-4,27.11.32.120
ТО 34 10 20 04,,,,"Электростанции передвижные прицепные, мощность до 400 кВт",2.1-13-5,27.11.32.120
ТО 34 10 30,,,Трансформаторы,,,
ТО 34 10 30 01,,,,Трансформаторы сварочные,2.1-13-6,27.90.31.110
ТО 34 10 30 02,,,,Подстанция трансформаторная комплектная для термообработки бетона и грунта,2.1-13-25,28.99.39.190
ТО 34 10 30 03,,,,Выпрямители полупроводниковые для подогрева трансформаторов,2.1-13-7,27.90.31.110
ТО 34 20,,Агрегаты,,,,
ТО 34 20 10,,,Сварочные,,,
ТО 34 20 10 01,,,,"Агрегаты сварочные передвижные с дизельным двигателем, номинальный сварочный ток 250-400 А",2.1-13-8,27.90.31.110
ТО 34 20 10 02,,,,"Агрегаты сварочные передвижные с бензиновым двигателем, номинальный сварочный ток 250-400 А",2.1-13-9,27.90.31.110
ТО 34 20 10 03,,,,Агрегаты сварочные однопостовые для ручной электродуговой сварки,2.1-13-10,27.90.31.110
ТО 34 20 10 04,,,,Агрегаты сварочные двухпостовые для ручной сварки на автомобильном прицепе,2.1-13-11,27.90.31.110
ТО 34 20 10 05,,,,Агрегаты сварочные двухпостовые для ручной сварки на тракторе,2.1-13-12,27.90.31.110
ТО 34 20 10 06,,,,Агрегаты для сварки полиэтиленовых труб,2.1-13-13,27.90.31.110
ТО 34 20 10 07,,,,Установки для сварки ручной дуговой (постоянного тока),2.1-13-14,27.90.31.110
ТО 34 20 10 08,,,,Аппараты сварочные,2.1-13-15,27.90.31.110
ТО 34 20 10 09,,,,Аппараты для газовой сварки и резки,2.1-13-16,28.29.70.110
ТО 34 20 10 10,,,,Агрегаты сварочные передвижные для подводной сварки,2.1-13-17,27.90.31.110
ТО 34 20 10 11,,,,"Автоматы сварочные, номинальный сварочный ток 450-1250 А",2.1-13-23,27.90.31.110
ТО 34 20 10 12,,,,"Автоматы горячего воздуха сварочные, фирма ""Ляйстер - Х- 84"", Швейцария, мощность 2,54 кВт",2.1-13-27,27.90.31.110
ТО 34 20 10 13,,,,Машины электросварочные автоматические для контактной сварки рельсов,2.1-13-18,30.20.31.117
ТО 34 20 10 14,,,,"Полуавтоматы сварочные, номинальный ток 40-500 А",2.1-13-24,27.90.31.110
ТО 34 20 20,,,Вспомогательные для сварки,,,
ТО 34 20 20 01,,,,Установки электронагревательные для термической обработки сварных соединений,2.1-13-20,28.99.39.190
ТО 34 20 20 02,,,,Печи электрические для сушки сварочных материалов с регулированием температуры в пределах 80-500С,2.1-13-21,28.21.13.111
ТО 34 20 20 03,,,,Узлы вакуумные испытательные для контроля и герметичности шва,2.1-17-69,26.51.66.129
ТО 34 30,,Машины для сварки полиэтиленовых труб,,,,
ТО 34 30 10,,,Диаметр от 315мм,,,
ТО 34 30 10 01,,,,"Машины для сварки полиэтиленовых труб ВИДОС 6100, диаметр от 315 мм до 630 мм",2.1-13-28,27.90.31.110
ТО 34 30 20,,,Диаметр до 315мм,,,
ТО 34 30 20 01,,,,"Машины для сварки полиэтиленовых труб PSO 825, диаметр до 315 мм",2.1-13-29,27.90.31.110
ТО 34 30 20 02,,,,"Установки электрогидроимпульсные ""ЗЕВС"" для очистки внутренних поверхностей трубопровода от жестких отложений",2.1-13-30,28.99.39.190
ТО 34 40,,Экструдеры сварочные,,,,
ТО 34 40 10,,,Ручные,,,
ТО 34 40 10 01,,,,"Экструдеры ручные сварочные, фирма OLMAX, Германия",2.1-13-31,27.90.31.110
ТО 36,Машины для отделочных работ,,,,,
ТО 36 10,,Оборудование для отделочных работ,,,,
ТО 36 10 10,,,Устройство бетонных полов,,,
ТО 36 10 10 01,,,,"Комплекты вакуумные, для устройства бетонных полов, тип СО-177",2.1-14-1,28.92.30.150
ТО 36 10 10 02,,,,"Установки ""Тремикс""",2.1-11-17,28.92.30.150
ТО 36 10 20,,,Агрегаты для малярных работ,,,
ТО 36 10 20 01,,,,"Агрегаты окрасочные высокого давления для окраски поверхности, мощность до 1 кВт",2.1-14-19,28.24.12.110
ТО 36 10 20 02,,,,Агрегаты окрасочные пневматические для окраски фасадов,2.1-14-3,28.24.12.110
ТО 36 10 20 03,,,,"Агрегаты окрасочные высокого давления для окраски поверхности, мощность до 2 кВт",2.1-14-4,28.24.12.110
ТО 36 10 20 04,,,,"Агрегаты смесительно-штукатурные передвижные, производительность до 2 м3/ч",2.1-14-5,28.13.11.140
ТО 36 10 20 05,,,,Агрегаты для подачи грунтовки,2.1-14-6,28.24.12.110
ТО 36 10 20 06,,,,"Установки для нанесения жидкой шпаклевки, производительность 400-800 м2/ч",2.1-14-7,28.99.39.190
ТО 36 10 20 07,,,,"Установки ""Иней""",2.1-14-8,28.25.13.115
ТО 36 10 20 08,,,,Краскопульты электрические,2.1-14-12,28.24.11.000
ТО 36 10 30,,,Аппараты,,,
ТО 36 10 30 01,,,,Аппараты пескоструйные,2.1-14-9,28.12.12.126
ТО 36 10 30 02,,,,Аппараты дробеструйные,2.1-14-10,28.12.12.126
ТО 36 10 30 03,,,,Пистолеты-напылители,2.1-14-11,28.24.12.110
ТО 36 10 30 04,,,,Пылесосы,2.1-14-13,28.92.30.190
ТО 36 10 30 05,,,,Вышки (подмости) для внутренних отделочных работ,2.1-14-14,25.11.23.119
ТО 36 10 30 06,,,,Вышки съемные монтажные,2.1-14-15,25.11.23.119
ТО 36 10 30 07,,,,Установки аэродинамические передвижные для напыления тепловой изоляции,2.1-14-16,28.99.39.190
ТО 36 10 30 08,,,,"Установки пневматического распыления фирмы ""Graco""",2.1-14-17,28.99.39.190
ТО 36 10 30 09,,,,"Грузовые фургоны-мастерские с установкой пескоструйного агрегата фирмы ""Clemco""",2.1-14-18,29.10.59.390
ТО 38,Прочие машины,,,,,
ТО 38 10,,Агрегаты,,,,
ТО 38 10 10,,,Агрегаты,,,
ТО 38 10 10 01,,,,"Агрегаты наполнительно-опрессовочные для труб, производительность до 70 м3/час",2.1-17-6,28.13.14.190
ТО 38 10 10 02,,,,"Агрегаты наполнительно-опрессовочные для труб, производительность до 300 м3/час",2.1-17-7,28.13.14.190
ТО 38 10 10 03,,,,"Агрегаты ""Пламя""",2.1-17-22,28.29.60.000
ТО 38 10 10 04,,,,Агрегаты окрасочные безвоздушные для нанесения огнезащитного покрытия,2.1-17-73,28.13.14.190
ТО 38 10 10 05,,,,"Агрегаты окрасочные безвоздушные для нанесения огнезащитного покрытия, Германия",2.1-17-103,28.13.14.190
ТО 38 10 10 06,,,,Аппараты рентгеновские,2.1-17-26,26.51.66.125
ТО 38 10 10 07,,,,Бороны дисковые мелиоративные (без трактора),2.1-17-45,28.30.32.112
ТО 38 10 10 08,,,,Виброжелоба,2.1-17-31,28.92.40.110
ТО 38 10 10 09,,,,Вибробункеры,2.1-17-32,28.92.40.110
ТО 38 10 10 10,,,,Вибросито,2.1-17-34,28.92.40.110
ТО 38 10 10 11,,,,"Виброплиты для уплотнения песка, гравия и бетона",2.1-17-82,28.92.30.190
ТО 38 10 10 12,,,,Газовые линейки-разогреватели IF-ZB25,2.1-17-20,28.29.60.000
ТО 38 10 10 13,,,,Газовые линейки-разогреватели IF-ZB25,2.1-17-20,28.29.60.000
ТО 38 10 10 14,,,,Геофизические комплексы для зондирования грунтового массива при ведении щитовой проходки,2.1-17-124,28.92.12.129
ТО 38 10 10 15,,,,Гидросеялки,2.1-17-33,28.30.33.119
ТО 38 10 10 16,,,,"Глиномешалки, емкость 4 м3",2.1-17-53,28.92.30.190
ТО 38 10 10 17,,,,Горны,2.1-17-58,28.21.12.000
ТО 38 10 10 18,,,,Дозиметры,2.1-17-27,26.51.53.190
ТО 38 10 10 19,,,,Инжекторные газовые горелки,2.1-17-24,28.29.70.110
ТО 38 10 10 20,,,,"Комплекты оборудования для облицовки внутренних поверхностей трубопроводов ""Нидунг""",2.1-17-8,28.99.39.190
ТО 38 10 10 21,,,,Косилки моторные,2.1-17-36,28.30.51.000
ТО 38 20,,Корчеватели-собиратели,,,,
ТО 38 20 10,,,С трактором,,,
ТО 38 20 10 01,,,,"Корчеватели-собиратели с трактором, мощность до 59 квт (80 л.с.)",2.1-17-42,28.92.30.190
ТО 38 20 10 02,,,,"Корчеватели-собиратели с трактором, мощность до 80 кВт (109 л.с.)",2.1-17-43,28.92.30.190
ТО 38 20 10 03,,,,"Корчеватели-собиратели с трактором, мощность до 118 кВт (160 л.с.)",2.1-17-44,28.92.30.190
ТО 38 30,,Каналоочистители,,,,
ТО 38 30 10,,,Каналоочистители,,,
ТО 38 30 10 01,,,,"Каналоочистители, емкость до 5 м3",2.1-17-50,28.92.30.190
ТО 38 30 10 02,,,,"Каналоочистители, емкость до 10 м3",2.1-17-51,28.92.30.190
ТО 38 30 10 03,,,,"Каналоочистители-илососы универсальные, емкость до 10 м3",2.1-17-49,28.92.30.190
ТО 38 40,,Комплексы проходческие,,,,
ТО 38 40 10,,,Комплексы проходческие,,,
ТО 38 40 10 01,,,,"Комплексы проходческие, диаметр 5,5 м (АБТ-5,7)",2.1-17-62,28.92.12.122
ТО 38 40 20,,,Комплексы проходческие щитовые,,,
ТО 38 40 20 01,,,,"Комплексы проходческие щитовые, тип ""Топаз"", диаметр 4,02 м",2.1-17-93,28.92.12.122
ТО 38 40 20 02,,,,"Комплексы проходческие щитовые механизированные с экскаваторным рабочим органом, наружный диаметр 3,2 м",2.1-17-127,28.92.12.122
ТО 38 40 20 03,,,,"Комплексы проходческие щитовые механизированные с экскаваторным рабочим органом, наружный диаметр 3,6 м",2.1-17-128,28.92.12.122
ТО 38 40 30,,,Микротоннельные проходческие комплексы,,,
ТО 38 40 30 01,,,,"Микротоннельные проходческие комплексы AVN 400 фирмы ""Херренкнехт""",2.1-17-108,28.92.12.129
ТО 38 40 30 02,,,,"Микротоннельные проходческие комплексы AVN 600 фирмы ""Херренкнехт""",2.1-17-87,28.92.12.129
ТО 38 40 30 03,,,,"Микротоннельные проходческие комплексы AVN 800 фирмы ""Херренкнехт""",2.1-17-111,28.92.12.129
ТО 38 40 30 04,,,,"Микротоннельные проходческие комплексы AVN 1000 фирмы ""Херренкнехт""",2.1-17-112,28.92.12.129
ТО 38 40 30 05,,,,"Микротоннельные проходческие комплексы AVN 1200 фирмы ""Херренкнехт""",2.1-17-109,28.92.12.129
ТО 38 40 30 06,,,,"Микротоннельные проходческие комплексы AVN 1500 фирмы ""Херренкнехт""",2.1-17-102,28.92.12.129
ТО 38 40 30 07,,,,"Микротоннельные проходческие комплексы AVN 2000 фирмы ""Херренкнехт""",2.1-17-106,28.92.12.129
ТО 38 50,,Агрегаты обслуживания,,,,
ТО 38 50 10,,,Комплекты и машины обслуживания,,,
ТО 38 50 10 01,,,,Комплекты оборудования для механической чистки канализационных сетей,2.1-17-72,28.99.39.190
ТО 38 50 10 02,,,,"Комплекты приспособлений для проведения работ по технологии бестраншейного восстановления трубопроводов фирмы ""Самос""",2.1-17-105,28.99.39.190
ТО 38 50 10 03,,,,"Комплексы оборудования фирмы ""Heitkamp Rohrbau GmbH"" с телевизионными камерами для диагностики существующих трубопроводов",2.1-17-81,26.51.66.129
ТО 38 50 10 04,,,,Лаборатории для контроля сварных соединений полустационарные,2.1-17-25,29.10.59.390
ТО 38 50 10 05,,,,Лыжи для перевозки автокранов в заболоченных местах с помощью трактора КМ-150,2.1-17-61,28.99.39.190
ТО 38 50 10 06,,,,Маслоподогреватели,2.1-17-48,28.21.13.119
ТО 38 50 10 07,,,,Машины центробежного набрызга для облицовки внутренней поверхности трубопровода,2.1-17-80,28.99.39.190
ТО 38 50 10 08,,,,Машинки для заварки пробок,2.1-17-83,27.90.31.110
ТО 38 50 10 09,,,,"Машины тоннеле-моечные фирмы ""Мерседес-Бенц"" (Германия)",2.1-17-85,29.10.59.130
ТО 38 50 10 10,,,,"Машины моечные фирмы ""KRANZLE"" (Германия)",2.1-17-97,29.10.59.130
ТО 38 50 10 11,,,,Машины для очистки воздуховодов (фильтроагрегаты),2.1-17-120,28.25.14.112
ТО 38 50 10 12,,,,Машины уборочные комбинированные со специальным оборудованием ЕСО6 для распыления сыпучих и жидких реагентов на базе автомобиля ЗИЛ,2.1-17-126,29.10.59.130
ТО 38 50 10 13,,,,Микроавтобусы со встроенным оборудованием для видеосъемки внутренней полости и поиска повреждений трубопровода,2.1-17-121,29.10.59.390
ТО 38 50 10 14,,,,Передвижные мастерские,2.1-17-89,29.10.59.390
ТО 38 50 10 15,,,,Плуги выкопочные (без трактора),2.1-17-39,28.30.31.129
ТО 38 50 10 16,,,,Рыхлители прицепные (без трактора),2.1-17-41,28.92.30.190
ТО 38 50 10 17,,,,"Поломоечные машины (уборщики чистящие, тип ""Duleuo"" (Италия)",2.1-17-125,29.10.59.130
