c_1,c_2,c_3,c_4,c_5,lev_1,lev_2,lev_3,lev_4,lev_5,code,def,source,type,list,ifc,par_1,par_2,sect,sect_parts
,,,,0002,,,,,Номинальное рабочее напряжение аппарата,CPE_0002,"Значение напряжения, в сочетании с номинальным рабочим током определяющее его назначение, на которое ориентируются при проведении соответствующих испытаний и установлении категории применения.",СП 256.1325800.2016,,,,,,<Com>,
,,,,0003,,,,,Номинальный длительный ток аппарата,CPE_0003,"Значение тока, указанное изготовителем, который может проводить аппарат в продолжительном режиме.",СП 256.1325800.2016,,,,,,<Com>,
,,,,0004,,,,,Номинальный коэффициент напряжения,CPE_0004,"Коэффициент, на который следует умножать номинальное первичное напряжение, чтобы найти максимальное напряжение, при котором трансформатор соответствует требованиям по нагреву в течение установленного времени и по классу точности",ГОСТ 1983-2015,,,,,,<Com>,
,,,,0005,,,,,Номинальный рабочий ток аппарата,CPE_0005,"Ток, указанный изготовителем с учетом номинального рабочего напряжения, номинальной частоты, номинального режима (продолжительный, восьми часовой, повторно-кратковременный), категории применения и типа защитной оболочки (при наличии).",СП 256.1325800.2016,,,,,,<Com>,
,,,,0006,,,,,Номинальный ток аппарата,CPE_0006,"Интервал рабочих токов, указанный изготовителем с учетом номинального и рабочего напряжения, номинальной частоты, номинального режима, категории применения и типа защитной оболочки (при наличии).",СП 256.1325800.2016,,,,,,<Com>,
,,,,0007,,,,,Номинальный ток отключения предохранителя,CPE_0007,"Наибольшее действующее значение периодической составляющей ожидаемого тока в момент, соответствующий моменту возникновения дуги, которое предохранитель способен отключить при нормированных характеристиках защищаемой предохранителем эклектической цепи.",ГОСТ 2213-79,,,,,,<Com>,
,,,U,,,,,Пользовательские,,CPEU,,,,,,,,,
,,L,,,,,"Оптические, световые",,,CPL_,,,,,,,,,
,,A,,,,,Акустические,,,CPA_,,,,,,,,,
,,W,,,,,Весовые,,,CPW_,,,,,,,,,
,,,,0001,,,,,Грузоподъемность грузового лифта номинальная,CPW_0001,"Наибольшая масса груза, для транспортирования которого предназначен лифт. При использовании для загрузки лифта и транспортирования в нем контейнеров, поддонов, средств напольного транспорта их масса должна быть учтена",ГОСТ 8823-2018  ,,,,,,<Com>,GMB
,,,,0002,,,,,Грузоподъемность лифта номинальная,CPW_0002,"Значения номинальных грузоподъемностей выбирают из ряда чисел, близких к ряду предпочтительных чисел R10 по ГОСТ 8032: 320; 400; 450; 500; 630; 800; 1000; 1275; 1600; 1800; 2000; 2500.
Значения номинальных грузоподъемностей являются рекомендуемыми.
Допускается использовать другие значения грузоподъемности, соответствующие требованиям рынка.",ГОСТ 5746-2015 (ISO 4190-1:2010),,,,,,<Com>,GMB
,,,U,,,,,Пользовательские,,CPWU,,,,,,,,,
,,D,,,,,Динамические,,,CPD_,,,,,,,,,
,,F,,,,,Воздействия ,,,CPF_,,,,,,,,,
,,,,0001,,,,,Нормативная осевая нагрузка,CPF_0001,"Полная нагрузка от наиболее нагруженной оси условного двухосного автомобиля, к которой приводятся все автомобили с меньшими осевыми нагрузками, устанавливаемая сводами правил для дорожных одежд при заданной капитальности и используемая для определения расчетной нагрузки при расчете дорожной одежды на прочность.",СП 34.13330.2021,Числовой,,,,,<Com>,U__
,,,,0002,,,,,Прогиб,CPF_0002,"Перемещение точек или сечений конструкции, расположенных в пролете относительно неподвижных точек или сечений, расположенных на опоре",ОРД Техническая эксплуатация железобетонных конструкций производственных зданий. Часть I,Числовой,,,,,<Com>,U__
,,,U,,,,,Пользовательские,,CPFU,,,,,,,,,
,,P,,,,,Давление,,,CPP_,,,,,,,,,
,,,,0001,,,,,Начальное просадочное давление,CPP_0001,"Минимальное давление, при котором проявляются просадочные свойства грунта при его полном водонасыщении и относительная просадочность εsl = 0,01.",ГОСТ 23161-2012,Числовой,,,,,"<Com>
<CMa>","<Com>UU_
<Com>UCB
<CMa>AH__"
,,,,0002,,,,,Номинальное (условное) давление,CPP_0002,"Постоянное внутреннее избыточное давление воды, которое трубы и соединительные детали могут выдерживать в течение всего срока эксплуатации (50 лет) при температуре воды 20 °С",СП 40-102-2000,Числовой,,,,,"<Com>
<CPr>","<Com>WPA
<CPr>CAAA__
<CPr>CAAB__
<CPr>CAAC__
<CPr>CAAD__
<CPr>CAAE__"
,,,U,,,,,Пользовательские,,CPPU,,,,,,,,,
,F,,,,,Функциональные,,,,CF__,,,,,,,,,
,,B,,,,,объект сбора и представления информации,,,CFB_,,,,,,,,,
,,C,,,,,объект для хранения и извлечения,,,CFC_,,,,,,,,,
,,,F,,,,,объект емкостного хранения,,CFCA,,,,,,,,,
,,,,0001,,,,,Номинальная реактивная мощность,CFCA0001,"Указывается номинальная реактивная мощность в соответствии с Паспортом изделия, согласно ГОСТ Р 56744-2015 (МЭК 61921:2003) Конденсаторы силовые. Установки конденсаторные низковольтные для повышения коэффициента мощности",СП 333.1325800.2020,Числовой,,,,,<Com>,CAA
,,,,0002,,,,,Степень защиты,CFCA0002,"Указывается степень защиты в соответствии с Паспортом изделия, согласно ГОСТ Р 56744-2015 (МЭК 61921:2003) Конденсаторы силовые. Установки конденсаторные низковольтные для повышения коэффициента мощности",СП 333.1325800.2020,Текстовый,,,,,<Com>,CAA
,,,,0003,,,,,Стойкость к току короткого замыкания,CFCA0003,"Указывается стойкость к току короткого замыкания в соответствии с Паспортом изделия, согласно ГОСТ Р 56744-2015 (МЭК 61921:2003) Конденсаторы силовые. Установки конденсаторные низковольтные для повышения коэффициента мощности",СП 333.1325800.2020,Числовой,,,,,<Com>,CAA
,,,,0004,,,,,Тип УКРМ,CFCA0004,"Указывается тип УКРМ в соответствии с Паспортом изделия, согласно ГОСТ Р 56744-2015 (МЭК 61921:2003) Конденсаторы силовые. Установки конденсаторные низковольтные для повышения коэффициента мощности",СП 333.1325800.2020,Текстовый,,,,,<Com>,CAA
,,,C,,,,,объект электрохимического хранения,,CFCC,,,,,,,,,
,,,,0001,,,,,Допустимая глубина разряда,CFCC0001,Указывается допустимая глубина разряда в соответствии с Паспортом изделия,СП 333.1325800.2020,Числовой,,,,,<Com>,CCA
,,,,0002,,,,,Емкость,CFCC0002,Указывается емкость аккумулятора в соответствии с Паспортом изделия,СП 333.1325800.2020,Числовой,,,,,<Com>,CCA
,,,,0003,,,,,Саморазряд,CFCC0003,Указывается величина саморазряда в соответствии с Паспортом изделия,СП 333.1325800.2020,Числовой,,,,,<Com>,CCA
,,,,0004,,,,,Тип батареи,CFCC0004,Указывается тип аккумуляторной батареи в соответствии с Паспортом изделия,СП 333.1325800.2020,Числовой,,,,,<Com>,CCA
,,,,0005,,,,,Ток заряда,CFCC0005,Указывается сила тока заряда в соответствии с Паспортом изделия,СП 333.1325800.2020,Числовой,,,,,<Com>,CCA
,,E,,,,,излучающий объект,,,CFE_,,,,,,,,,
,,,A,,,,,"объект, излучающий свет",,CFEA,,,,,,,,,
,,,,0001,,,,,Высота опоры,CFEA0001,Указывается высота опоры в соответствии с паспортом,СП 333.1325800.2020,Числовой,,,,,<Com>,EA_
,,,,0002,,,,,Материал конструкции,CFEA0002,"Указывается материал конструкции в соответствии с паспортом, согласно ГОСТ 32947-2014 Дороги автомобильные общего пользования. Опоры стационарного электрического освещения. Технические требования",СП 333.1325800.2020,Текстовый,,,,,<Com>,EA_
,,,,0003,,,,,Способ установки,CFEA0003,"Указывается способ установки в соответствии с паспортом, согласно ГОСТ 32947-2014 Дороги автомобильные общего пользования. Опоры стационарного электрического освещения. Технические требования",СП 333.1325800.2020,Текстовый,,,,,<Com>,EA_
,,,,0004,,,,,Способ установки светильника,CFEA0004,Указывается способ установки светильника,СП 333.1325800.2020,Текстовый,,,,,<Com>,EA_
,,,,0005,,,,,Тип опоры,CFEA0005,"Указывается тип опоры в соответствии с паспортом, согласно ГОСТ 32947-2014 Дороги автомобильные общего пользования. Опоры стационарного электрического освещения. Технические требования",СП 333.1325800.2020,Текстовый,,,,,<Com>,EA_
,,,,0006,,,,,Форма поперечного сечения,CFEA0006,"Указывается форма поперечного сечения в соответствии с паспортом, согласно ГОСТ 32947-2014 Дороги автомобильные общего пользования. Опоры стационарного электрического освещения. Технические требования",СП 333.1325800.2020,Текстовый,,,,,<Com>,EA_
,,,,0007,,,,,Форма ствола,CFEA0007,"Указывается форма ствола в соответствии с паспортом, согласно ГОСТ 32947-2014 Дороги автомобильные общего пользования. Опоры стационарного электрического освещения. Технические требования",СП 333.1325800.2020,Текстовый,,,,,<Com>,EA_
,,,,0008,,,,,Количество фаз,CFEA0008,Указывается количество фаз в соответствии с Паспортом изделия,СП 333.1325800.2020,,,,,,<Com>,EAA
,,,,0009,,,,,Коэффициент пульсаций,CFEA0009,"Указывается коэффициент пульсации в соответствии с Паспортом изделия, согласно СП 52.13330.2016 Естественное и искусственное освещение. Актуализированная редакция СНиП 23-05-95*",СП 333.1325800.2020,,,,,,<Com>,EAA
,,,,0010,,,,,Способ монтажа,CFEA0010,Указывается способ монтажа светильника в соответствии с Паспортом изделия,СП 333.1325800.2020,,,,,,<Com>,EAA
,,,,0011,,,,,Цветовая температура,CFEA0011,"Указывается величина цветовой температуры в соответствии с Паспортом изделия, согласно СП 52.13330.2016 Естественное и искусственное освещение. Актуализированная редакция СНиП 23-05-95*",СП 333.1325800.2020,,,,,,<Com>,EAA
,,,G,,,,,объект для передачи тепловой энергии,,CFEG,,,,,,,,,
,,,,0001,,,,,Количество контуров нагрева,CFEG0001,Указывается количество контуров нагрева в соответствии с Паспортом изделия,СП 333.1325800.2020,Числовой,,,,,<Com>,EGA
,,,,0002,,,,,Количество ступеней регулирования производительности,CFEG0002,Указывается количество ступеней регулирования в соответствии с Паспортом изделия,СП 333.1325800.2020,Числовой,,,,,<Com>,EGA
,,,,0003,,,,,Производительность вентиляторов,CFEG0003,Указывается производительность вентиляторов в соответствии с Паспортом изделия,СП 333.1325800.2020,Числовой,,,,,<Com>,EGA
,,,,0004,,,,,Площадь поверхности теплообмена,CFEG0004,"Указывается площадь поверхности теплообмена в соответствии с Паспортом изделия, согласно ГОСТ 25449-82* (СТ СЭВ 3033-81) Теплообменники водо-водяные и пароводяные. Типы, основные параметры и размеры",СП 333.1325800.2020,Числовой,,,,,<Com>,EGC
,,,,0005,,,,,Тип теплообменника,CFEG0005,"Указывается тип теплообменника в соответствии с Паспортом изделия, согласно СП 41-101-95 Проектирование тепловых пунктов",СП 333.1325800.2020,Текстовый,,,,,<Com>,EGC
,,,M,,,,,объект нагрева на основе сгорания,,CFEM,,,,,,,,,
,,,,0001,,,,,Гидравлическое сопротивление,CFEM0001,Потери давления воды в трубной системе котла.,ГОСТ 4.413-86,Числовой,,,,,<Com>,EMB
,,,,0002,,,,,Вид котла,CFEM0002,"Указывается вид котла, согласно ГОСТ 30735-2001 Котлы отопительные водогрейные теплопроизводительностью от 0,1 до 4,0 МВт. Общие технические условия",СП 333.1325800.2020,Текстовый,,,,,<Com>,EMB
,,,,0003,,,,,Максимальное рабочее давление воды,CFEM0003,"Указывается максимальное рабочее давление воды в соответствии с Паспортом изделия, согласно ГОСТ 30735-2001 Котлы отопительные водогрейные теплопроизводительностью от 0,1 до 4,0 МВт. Общие технические условия",СП 333.1325800.2020,Числовой,,,,,<Com>,EMB
,,,,0004,,,,,Максимальная температура воды,CFEM0004,"Указывается максимальную температуру воды в соответствии с Паспортом изделия, согласно ГОСТ 30735-2001 Котлы отопительные водогрейные теплопроизводительностью от 0,1 до 4,0 МВт. Общие технические условия",СП 333.1325800.2020,Числовой,,,,,<Com>,EMB
,,,,0005,,,,,Минимальная температура воды на входе в котел,CFEM0005,"Указывается минимальную температуру воды на входе в соответствии с Паспортом изделия, согласно ГОСТ 30735-2001 Котлы отопительные водогрейные теплопроизводительностью от 0,1 до 4,0 МВт. Общие технические условия",СП 333.1325800.2020,Числовой,,,,,<Com>,EMB
,,,,0006,,,,,Объем топки,CFEM0006,"Указывается объем топки в соответствии с Паспортом изделия, согласно ГОСТ 30735-2001 Котлы отопительные водогрейные теплопроизводительностью от 0,1 до 4,0 МВт. Общие технические условия",СП 333.1325800.2020,Числовой,,,,,<Com>,EMB
,,,,0007,,,,,Присоединительные размеры патрубка уходящих газов,CFEM0007,"Указываются присоединительные размеры патрубка уходящих газов в соответствии с Паспортом изделия, согласно ГОСТ 30735-2001 Котлы отопительные водогрейные теплопроизводительностью от 0,1 до 4,0 МВт. Общие технические условия",СП 333.1325800.2020,Числовой,,,,,<Com>,EMB
,,,,0008,,,,,Присоединительные размеры по водяному тракту,CFEM0008,"Указываются присоединительные размеры по водяному тракту в соответствии с Паспортом изделия, согласно ГОСТ 30735-2001 Котлы отопительные водогрейные теплопроизводительностью от 0,1 до 4,0 МВт. Общие технические условия",СП 333.1325800.2020,Числовой,,,,,<Com>,EMB
,,,,0009,,,,,Наличие духовки,CFEM0009,"Указывается наличие духовки в соответствии с Паспортом изделия, согласно ГОСТ 33998-2016 (C3N 30-1-1+A3:2013, C3N 30-2-1:2015) Приборы газовые бытовые для приготовления пищи. Общие технические требования, методы испытаний и рациональное использование энергии",СП 333.1325800.2020,Логический,,,,,<Com>,EM_
,,,P,,,,,объект нагрева,,CFEP,,,,,,,,,
,,,,0001,,,,,Количество конфорок,CFEP0001,"Указывается количество конфорок в соответствии с Паспортом изделия, согласно ГОСТ 14919-83 Электроплиты, электроплитки и жарочные электрошкафы бытовые. Общие технические условия",СП 333.1325800.2020,Числовой,,,,,<Com>,EPC
,,,,0002,,,,,Тип отопительного прибора,CFEP0002,"Указывается тип теплообменника в соответствии с Паспортом изделия, согласно ГОСТ 31311-2005. Приборы отопительные. Общие технические условия","СП 333.1325800.2020
Приказ Москомэкспертизы от 26.06.2019 N МКЭ-ОД/19-39 ",Текстовый,,,"ПР 30 15 23
ПР 60 15 20 19
ПР 60 15 20 20",,<Com>,EP_
,,,Q,,,,,объект охлаждения,,CFEQ,,,,,,,,,
,,,,0001,,,,,Перепад давления,CFEQ0001,Указывается перепад давления в соответствии с Паспортом изделия,СП 333.1325800.2020,Числовой,,,,,<Com>,EQ_
,,,,0002,,,,,Тип фанкойла,CFEQ0002,Указывается тип фанкойла в соответствии с Паспортом изделия,СП 333.1325800.2020,Текстовый,,,,,<Com>,EQ_
,,,,0003,,,,,Холодильная мощность,CFEQ0003,"Указывается холодильная мощность в соответствии с Паспортом изделия, согласно СП 60.13330.2020. Свод правил. Отопление, вентиляция и кондиционирование воздуха. СНиП 41-01-2003",СП 333.1325800.2020,Числовой,,,,,"<Com>
<CPr>","<Com>EQ_
<CPr>CFBC__
<CPr>CFF___"
,,,,0004,,,,,Количество холодильных контуров,CFEQ0004,Указывается количество холодильных контуров в соответствии с Паспортом изделия,СП 333.1325800.2020,Числовой,,,,,<Com>,EQ_
,,,,0005,,,,,Падение давления,CFEQ0005,"Указывается падение давления в соответствии с Паспортом изделия, согласно СП 60.13330.2020. Свод правил. Отопление, вентиляция и кондиционирование воздуха. СНиП 41-01-2003",СП 333.1325800.2020,Числовой,,,,,"<Com>
<CPr>","<Com>EQ_
<CPr>CFBC__
<CPr>CFF___"
,,,,0006,,,,,Тип компрессора,CFEQ0006,Указывается тип компрессора в соответствии с Паспортом изделия,СП 333.1325800.2020,Текстовый,,,,,<Com>,EQ_
,,,V,,,,,"объект, излучающий акустические волны",,CFEV,,,,,,,,,
,,,,0001,,,,,Тип шумоглушителя,CFEV0001,"Указывается тип шумоглушителя в соответствии с Паспортом изделия, согласно СП 271.1325800.2016 Системы шумоглушения воздушного отопления, вентиляции и кондиционирования воздуха. Правила проектирования",СП 333.1325800.2020,Текстовый,,,,,<Com>,EVB
,,F,,,,,защищающий объект,,,CFF__,,,,,,,,,
,,,C,,,,,объект для защиты от перегрузки по току,,CFFC,,,,,,,,,
,,,,0001,,,,,Время срабатывания при дифференциальном токе,CFFC0001,"Указывается время срабатывания при дифференциальном токе в соответствии с Паспортом изделия, согласно ГОСТ 31603-2012 (IC3C1 61540:1997) Устройства защитного отключения переносные бытового и аналогичного назначения, управляемые дифференциальным током, без встроенной защиты от сверхтоков (УЗО-ДП). Общие требования и методы испытаний",СП 333.1325800.2020,Числовой,,,,,<Com>,FC_
,,,,0002,,,,,"Максимальное сечение провода, присоединяемого к клеммам",CFFC0002,"Указывается максимальное сечение провода, присоединяемого к клеммам в соответствии с Паспортом изделия, согласно ГОСТ 31603-2012 (IC3C1 61540:1997) Устройства защитного отключения переносные бытового и аналогичного назначения, управляемые дифференциальным током, без встроенной защиты от сверхтоков (УЗО-ДП). Общие требования и методы испытаний",СП 333.1325800.2020,Числовой,,,,,<Com>,FC_
,,,,0003,,,,,Номинальный отключающий дифференциальный ток,CFFC0003,"Указывается номинальный отключающий дифференциальный ток в соответствии с Паспортом изделия, согласно ГОСТ 31603-2012 (IC3C1 61540:1997) Устройства защитного отключения переносные бытового и аналогичного назначения, управляемые дифференциальным током, без встроенной защиты от сверхтоков (УЗО-ДП). Общие требования и методы испытаний",СП 333.1325800.2020,Числовой,,,,,<Com>,FC_
,,,,0004,,,,,Тип контактных зажимов,CFFC0004,"Указывается тип контактных зажимов в соответствии с Паспортом изделия, согласно ГОСТ 31603-2012 (IC3C1 61540:1997) Устройства защитного отключения переносные бытового и аналогичного назначения, управляемые дифференциальным током, без встроенной защиты от сверхтоков (УЗО-ДП). Общие требования и методы испытаний",СП 333.1325800.2020,Текстовый,,,,,<Com>,FC_
,,,L,,,,,объект для защиты от давления,,CFFL,,,,,,,,,
,,,,0001,,,,,Предельная температура,CFFL0001,Указывается предельная температура в соответствии с Паспортом изделия,СП 333.1325800.2020,Числовой,,,,,<Com>,FLE
,,,,0002,,,,,Присоединительный размер,CFFL0002,Указывается присоединительный размер в соответствии с Паспортом изделия,СП 333.1325800.2020,Числовой,,,,,<Com>,FLE
,,,M,,,,,противопожарный объект,,CFFM,,,,,,,,,
,,,,0001,,,,,Тип работы огнетушителя,CFFM0001,,СП 9.13130.2009,Из списка,"водяной
воздушно-пенный
воздушно-эмульсионный",,,,<Com>,FMD
,,,N,,,,,"объект, защищающий от механических воздействий",,CFFN,,,,,,,,,
,,,,0001,,,,,Тип виброизолятора,CFFN0001,Указывается тип виброизолятора в соответствии с Паспортом изделия,СП 333.1325800.2020,Текстовый,,,,,<Com>,FNC
,,G,,,,,генерирующий объект,,,CFG_,,,,,,,,,
,,,A,,,,,"объект, генерирующий электрическую энергию из механической",,CFGA,,,,,,,,,
,,,,0001,,,,,Автоматический запуск,CFGA0001,"Указывается возможность автоматического запуска в соответствии с Паспортом изделия, согласно ГОСТ 33115-2014 Установки электрогенераторные с дизельными и газовыми двигателями внутреннего сгорания. Общие технические условия (с Поправкой)",СП 333.1325800.2020,Логический,,,,,<Com>,"GAA
GAB"
,,,,0002,,,,,Вид топлива,CFGA0002,Указывается вид топлива для работы в соответствии с Паспортом изделия,СП 333.1325800.2020,,,,,,<Com>,"GAA
GAB
EMB"
,,,,0003,,,,,Время работы,CFGA0003,"Указывается время работы от одного полного топливного бака в соответствии с Паспортом изделия, согласно ГОСТ 33115-2014 Установки электрогенераторные с дизельными и газовыми двигателями внутреннего сгорания. Общие технические условия (с Поправкой)",СП 333.1325800.2020,,,,,,<Com>,"GAA
GAB"
,,,,0004,,,,,Объем топливного бака,CFGA0004,"Указывается объем топливного бака в соответствии с Паспортом изделия, согласно ГОСТ 33115-2014 Установки электрогенераторные с дизельными и газовыми двигателями внутреннего сгорания. Общие технические условия (с Поправкой)",СП 333.1325800.2020,,,,,,<Com>,"GAA
GAB"
,,,C,,,,,"объект, генерирующий электрическую энергию из солнечной",,CFGC,,,,,,,,,
,,,,0001,,,,,Наличие поворотного механизма,CFGC0001,Указывается наличие поворотного механизма в соответствии с Паспортом изделия,СП 333.1325800.2020,Логический,,,,,<Com>,GC_
,,,,0002,,,,,Тип фотоэлементов,CFGC0002,"Указывается тип фотоэлементов в соответствии с Паспортом изделия, согласно ГОСТ Р 56978-2016 (IC3C1/TS 62548:2013) Батареи фотоэлектрические. Технические условия",СП 333.1325800.2020,Текстовый,,,,,<Com>,GC_
,,,L,,,,,объект для осуществления непрерываемого передвижения,,CFGL,,,,,,,,,
,,,,0001,,,,,Номинальная скорость эскалатора,CFGL0001,"Скорость движения ступеней, пластин или ленты при работе без нагрузки в установившемся режиме",ГОСТ 33966.1-2016   ,Числовой,,,,,<Com>,GLE
,,,,0002,,,,,Провозная способность,CFGL0002,"Наибольшее число пассажиров, которое может быть перемещено эскалатором или пассажирским конвейером в единицу времени",ГОСТ 33966.1-2016   ,Числовой,,,,,<Com>,GLE
,,,,0004,,,,,Тип передачи к главному валу,CFGL0004,Указывается тип передачи к главному валу в соответствии с Паспортом изделия,СП 333.1325800.2020,Текстовый,,,,,<Com>,GLE
,,,,0005,,,,,Фактическая производительность,CFGL0005,Указывается фактическая производительность в соответствии с Паспортом изделия,СП 333.1325800.2020,Числовой,,,,,<Com>,GLE
,,,,0006,,,,,Число ступеней,CFGL0006,Указывается число ступеней в соответствии с Паспортом изделия,СП 333.1325800.2020,Числовой,,,,,<Com>,GLE
,,,M,,,,,объект для осуществления прерываемого перемещения,,CFGM,,,,,,,,,
,,,,0001,,,,,"Лифт, предназначенный для транспортирования пожарных во время пожара (лифт для пожарных)",CFGM0001,"Пассажирский лифт, обеспечивающий перемещение пожарных на этажи зданий (сооружений) для выполнения работ по спасанию людей, обнаружению и тушению пожара («Технический регламент о безопасности лифтов»).",ГОСТ 34305-2017,Логический,,,,,<Com>,GMB
,,,,0002,,,,,Номинальная скорость лифта,CFGM0002,"Скорость движения кабины, на которую рассчитан лифт",ГОСТ Р 53780-2010,Числовой,,,,,<Com>,GMB
,,,,0003,,,,,Номинальная грузоподъемность,CFGM0003,"Масса груза, на перевозку которого рассчитан лифт",ГОСТ Р 53780-2010,Числовой,,,,,<Com>,GMB
,,,,0004,,,,,Вместимость кабины,CFGM0004,Указывается вместимость кабины в соответствии с Паспортом изделия,СП 333.1325800.2020,Числовой,,,,,<Com>,GMB
,,,,0005,,,,,"Исполнение, с указанием степени защиты",CFGM0005,"Указывается исполнение в соответствии с Паспортом изделия, согласно ""ГОСТ Р 53780-2010 (ЕН 81-1:1998, ЕН 81-2:1998) Лифты. Общие требования безопасности к устройству и установке, ГОСТ 33984.1-2016 (EN 81-20:2014) Лифты. Общие требования безопасности к устройству и установке. Лифты для транспортирования людей или людей и грузов (с Поправками)""",СП 333.1325800.2020,Текстовый,,,,,<Com>,GMB
,,,,0006,,,,,Конструкция дверей,CFGM0006,"Указывается конструкция дверей в соответствии с Паспортом изделия, согласно ""ГОСТ Р 53780-2010 (ЕН 81-1:1998, ЕН 81-2:1998) Лифты. Общие требования безопасности к устройству и установке, ГОСТ 33984.1-2016 (EN 81-20:2014) Лифты. Общие требования безопасности к устройству и установке. Лифты для транспортирования людей или людей и грузов (с Поправками)""",СП 333.1325800.2020,Текстовый,,,,,<Com>,GMB
,,,,0007,,,,,Назначенный срок службы,CFGM0007,"Указывается назначенный срок службы в соответствии с Паспортом изделия, согласно ""ГОСТ Р 53780-2010 (ЕН 81-1:1998, ЕН 81-2:1998) Лифты. Общие требования безопасности к устройству и установке, ГОСТ 33984.1-2016 (EN 81-20:2014) Лифты. Общие требования безопасности к устройству и установке. Лифты для транспортирования людей или людей и грузов (с Поправками)""",СП 333.1325800.2020,Текстовый,,,,,<Com>,GMB
,,,,0008,,,,,Площадь пола кабины,CFGM0008,"Указывается площадь пола кабины в соответствии с Паспортом изделия, согласно ""ГОСТ Р 56943-2016 Лифты. Общие требования безопасности к устройству и установке. Лифты для транспортирования грузов, ГОСТ 5746-2015 (ISO 4190-1:2010) Лифты пассажирские. Основные параметры и размеры""",СП 333.1325800.2020,Числовой,,,,,<Com>,GMB
,,,,0009,,,,,Рабочая скорость,CFGM0009,"Указывается рабочая скорость в соответствии с Паспортом изделия, согласно ""ГОСТ Р 56943-2016 Лифты. Общие требования безопасности к устройству и установке. Лифты для транспортирования грузов, ГОСТ 5746-2015 (ISO 4190-1:2010) Лифты пассажирские. Основные параметры и размеры""",СП 333.1325800.2020,Числовой,,,,,<Com>,GMB
,,,,0010,,,,,Сейсмичность,CFGM0010,"Указывается сейсмичность в соответствии с Паспортом изделия, согласно ""ГОСТ Р 53780-2010 (ЕН 81-1:1998, ЕН 81-2:1998) Лифты. Общие требования безопасности к устройству и установке, ГОСТ 33984.1-2016 (EN 81-20:2014) Лифты. Общие требования безопасности к устройству и установке. Лифты для транспортирования людей или людей и грузов (с Поправками)""",СП 333.1325800.2020,Текстовый,,,,,<Com>,GMB
,,,,0011,,,,,Способ открывания и закрывания,CFGM0011,"Указывается способ открывания и закрывания дверей в соответствии с Паспортом изделия, согласно ""ГОСТ Р 53780-2010 (ЕН 81-1:1998, ЕН 81-2:1998) Лифты. Общие требования безопасности к устройству и установке, ГОСТ 33984.1-2016 (EN 81-20:2014) Лифты. Общие требования безопасности к устройству и установке. Лифты для транспортирования людей или людей и грузов (с Поправками)""",СП 333.1325800.2020,Текстовый,,,,,<Com>,GMB
,,,,0012,,,,,Тип электродвигателя,CFGM0012,"Указывается тип электродвигателя в соответствии с Паспортом изделия, согласно ""ГОСТ Р 53780-2010 (ЕН 81-1:1998, ЕН 81-2:1998) Лифты. Общие требования безопасности к устройству и установке, ГОСТ 33984.1-2016 (EN 81-20:2014) Лифты. Общие требования безопасности к устройству и установке. Лифты для транспортирования людей или людей и грузов (с Поправками)""",СП 333.1325800.2020,Текстовый,,,,,<Com>,GMB
,,,P,,,,,"объект, образующий поток жидкости",,CFGP,,,,,,,,,
,,,,0001,,,,,Высота напора,CFGP0001,"Указывается высота напора в соответствии с Паспортом изделия, согласно СП 30.13330.2020 Внутренний водопровод и канализация зданий СНиП 2.04.01-85*",СП 333.1325800.2020,Числовой,,,,,"<Com>
<CPr>","<Com>GP_
<Com>GQA
<CPr>CCA___"
,,,,0002,,,,,Максимальная глубина,CFGP0002,Указывается максимальная глубина в соответствии с Паспортом изделия,СП 333.1325800.2020,Числовой,,,,,"<Com>
<CPr>","<Com>GP_
<Com>GQA
<CPr>CCA___"
,,,,0003,,,,,Максимальное давление,CFGP0003,"Указывается максимальное давление в соответствии с Паспортом изделия, согласно СП 30.13330.2020 Внутренний водопровод и канализация зданий СНиП 2.04.01-85*",СП 333.1325800.2020,Числовой,,,,,"<Com>
<CPr>","<Com>GP_
<Com>GQA
<CPr>CCA___"
,,,Q,,,,,"объект, образующий поток газа",,CFGQ,,,,,,,,,
,,,,0001,,,,,Принцип действия вентилятора,CFGQ0001,,ГОСТ 22270-2018,Из списка,"осевой
радиальный",,,,<Com>,GQB
,,H,,,,,объект для обработки твердых веществ,,,CFH_,,,,,,,,,
,,,Q,,,,,объект для разделения веществ механическим путем,,CFHQ,,,,,,,,,
,,,,0001,,,,,Грязеемкость фильтра,CFHQ0001,"Масса загрязняющих веществ, которую способна задержать загрузка фильтра",ГОСТ 25151-82,Числовой,,,,,<Com>,HQ_
,,,,0002,,,,,Пылеёмкость,CFHQ0002,Масса задержанной фильтром пыли вплоть до достижения предельного перепада давления на нем.,ГОСТ Р ЕН 14799-2013,Числовой,,,,,<Com>,HQ_
,,,,0003,,,,,Аэродинамическое сопротивление,CFHQ0003,"Указывается аэродинамическое сопротивление в соответствии с Паспортом изделия, согласно ГОСТ 30528-97 Системы вентиляционные. Фильтры воздушные. Типы и основные параметры",СП 333.1325800.2020,Числовой,,,,,<Com>,HQB
,,,,0004,,,,,Допустимая концентрация пыли в воздухе,CFHQ0004,"Указывается допустимая концентрация пыли в воздухе в соответствии с Паспортом изделия, согласно ГОСТ 30528-97 Системы вентиляционные. Фильтры воздушные. Типы и основные параметры",СП 333.1325800.2020,Числовой,,,,,<Com>,HQB
