Класс,Подкласс 1,Подкласс 2,Подкласс 3,Подкласс 4,Тип (%%),Наименование,Определение,Источник,Критерии определения подклассов,Примеры,Примечания,Код по классификатору МССК,Синонимы
,,,,,CBAQA020,"Обоснование противопожарных расстояний между зданиями, сооружениями и наружными установками","Структурный элемент текстовой части Раздела 9 проектной документации ""Мероприятия по обеспечению пожарной безопасности"", содержащий обоснование противопожарных расстояний между зданиями, сооружениями и наружными установками, обеспечивающих пожарную безопасность объектов капитального строительства",Постановление Правительства РФ от 16.02.2008 N 87,,,Сформулировано на основании результата анализа источников,,
,,,,,CBAQA030,Описание и обоснование проектных решений по обеспечению безопасности людей при возникновении пожара,"Структурный элемент текстовой части Раздела 9 проектной документации ""Мероприятия по обеспечению пожарной безопасности"", содержащий описание и обоснование проектных решений по обеспечению безопасности людей при возникновении пожара",Постановление Правительства РФ от 16.02.2008 N 87,,,Сформулировано на основании результата анализа источников,,
,,,,,CBAQA040,"Описание и обоснование проектных решений по наружному противопожарному водоснабжению, по определению проездов и подъездов для пожарной техники","Структурный элемент текстовой части Раздела 9 проектной документации ""Мероприятия по обеспечению пожарной безопасности"", содержащий описание и обоснование проектных решений по наружному противопожарному водоснабжению, по определению проездов и подъездов для пожарной техники",Постановление Правительства РФ от 16.02.2008 N 87,,,,,
,,,,,CBAQA050,"Описание и обоснование принятых конструктивных и объемно-планировочных решений, степени огнестойкости и класса конструктивной пожарной опасности строительных конструкций","Структурный элемент текстовой части Раздела 9 проектной документации ""Мероприятия по обеспечению пожарной безопасности"", содержащий описание и обоснование принятых конструктивных и объемно-планировочных решений, степени огнестойкости и класса конструктивной пожарной опасности строительных конструкций",Постановление Правительства РФ от 16.02.2008 N 87,,,,,
,,,,,CBAQA060,Перечень мероприятий по обеспечению безопасности подразделений пожарной охраны при ликвидации пожара,"Структурный элемент текстовой части Раздела 9 проектной документации ""Мероприятия по обеспечению пожарной безопасности"", содержащий перечень мероприятий по обеспечению безопасности подразделений пожарной охраны при ликвидации пожара",Постановление Правительства РФ от 16.02.2008 N 87,,,,,
,,,,,CBAQA070,"Сведения о категории зданий, сооружений, помещений, оборудования и наружных установок по признаку взрывопожарной и пожарной опасности","Структурный элемент текстовой части Раздела 9 проектной документации ""Мероприятия по обеспечению пожарной безопасности"", содержащий сведения о категории зданий, сооружений, помещений, оборудования и наружных установок по признаку взрывопожарной и пожарной опасности",Постановление Правительства РФ от 16.02.2008 N 87,,,,,
,,,,,CBAQA080,"Перечень зданий, сооружений, помещений и оборудования, подлежащих защите автоматическими установками пожаротушения и оборудованию автоматической пожарной сигнализацией","Структурный элемент текстовой части Раздела 9 проектной документации ""Мероприятия по обеспечению пожарной безопасности"", содержащий перечень зданий, сооружений, помещений и оборудования, подлежащих защите автоматическими установками пожаротушения и оборудованию автоматической пожарной сигнализацией",Постановление Правительства РФ от 16.02.2008 N 87,,,,,
,,,,,CBAQA090,Описание и обоснование противопожарной защиты ,"Структурный элемент текстовой части Раздела 9 проектной документации ""Мероприятия по обеспечению пожарной безопасности"", содержащий описание и обоснование противопожарной защиты (автоматических установок пожаротушения, пожарной сигнализации, оповещения и управления эвакуацией людей при пожаре, внутреннего противопожарного водопровода, противодымной защиты)",Постановление Правительства РФ от 16.02.2008 N 87,,,,,
,,,,,CBAQA100,"Описание и обоснование необходимости размещения оборудования противопожарной защиты, управления таким оборудованием, взаимодействия такого оборудования с инженерными системами зданий и оборудованием, работа которого во время пожара направлена на обеспечение безопасной эвакуации людей, тушение пожара и ограничение его развития, а также алгоритма работы технических систем (средств) противопожарной защиты (при наличии)","Структурный элемент текстовой части Раздела 9 проектной документации ""Мероприятия по обеспечению пожарной безопасности"", содержащий описание и обоснование необходимости размещения оборудования противопожарной защиты, управления таким оборудованием, взаимодействия такого оборудования с инженерными системами зданий и оборудованием, работа которого во время пожара направлена на обеспечение безопасной эвакуации людей, тушение пожара и ограничение его развития, а также алгоритма работы технических систем (средств) противопожарной защиты (при наличии)",Постановление Правительства РФ от 16.02.2008 N 87,,,,,
,,,,,CBAQA110,Описание организационно-технических мероприятий по обеспечению пожарной безопасности объекта капитального строительства,"Структурный элемент текстовой части Раздела 9 проектной документации ""Мероприятия по обеспечению пожарной безопасности"", содержащий описание организационно-технических мероприятий по обеспечению пожарной безопасности объекта капитального строительства",Постановление Правительства РФ от 16.02.2008 N 87,,,,,
,,,,,CBAQA120,Расчет пожарных рисков угрозы жизни и здоровью людей и уничтожения имущества ,"Структурный элемент текстовой части Раздела 9 проектной документации ""Мероприятия по обеспечению пожарной безопасности"", содержащий расчет пожарных рисков угрозы жизни и здоровью людей и уничтожения имущества (при выполнении обязательных требований пожарной безопасности, установленных техническими регламентами, и выполнении в добровольном порядке требований нормативных документов по пожарной безопасности расчет пожарных рисков не требуется)",Постановление Правительства РФ от 16.02.2008 N 87,,,,,
,,,,CBAQB,,"Графическая часть Раздела 9 проектной документации ""Мероприятия по обеспечению пожарной безопасности""",Документированные результаты проектирования в соответствии с требованиями к содержанию графической части Раздела 9 проектной документации ОКС производственного и непроизводственного назначения,Постановление Правительства РФ от 16.02.2008 N 87,,,Сформулировано на основании результата анализа источников,,
,,,,,CBAQB010,Ситуационный план организации земельного участка,"Структурный элемент графической части Раздела 9 проектной документации ""Мероприятия по обеспечению пожарной безопасности"", содержащий ситуационный план организации земельного участка, предоставленного для размещения объекта капитального строительства, с указанием въезда (выезда) на территорию и путей подъезда к объектам пожарной техники, мест размещения и емкости пожарных резервуаров (при их наличии), схем прокладки наружного противопожарного водопровода, мест размещения пожарных гидрантов и мест размещения насосных станций",Постановление Правительства РФ от 16.02.2008 N 87,,,Сформулировано на основании результата анализа источников,,
,,,,,CBAQB020,Схема эвакуации людей и материальных средств из зданий (сооружений) и с прилегающей к зданиям (сооружениям) территории в случае возникновения пожара,"Структурный элемент графической части Раздела 9 проектной документации ""Мероприятия по обеспечению пожарной безопасности"", содержащий схемы эвакуации людей и материальных средств из зданий (сооружений) и с прилегающей к зданиям (сооружениям) территории в случае возникновения пожара",Постановление Правительства РФ от 16.02.2008 N 87,,,Сформулировано на основании результата анализа источников,,
,,,,,CBAQB030,Структурная схема технических систем противопожарной защиты,"Структурный элемент графической части Раздела 9 проектной документации ""Мероприятия по обеспечению пожарной безопасности"", содержащий структурную схему технических систем противопожарной защиты (автоматических установок пожаротушения, автоматической пожарной сигнализации, внутреннего противопожарного водопровода)",Постановление Правительства РФ от 16.02.2008 N 87,,,Сформулировано на основании результата анализа источников,,
,,,CBAR,,,"Раздел 11 проектной документации ""Мероприятия по обеспечению доступа инвалидов""",Документированные результаты проектирования в соответствии с требованиями к содержанию Раздела 11 проектной документации ОКС производственного и непроизводственного назначения,Постановление Правительства РФ от 16.02.2008 N 87,По форме предоставления информации,,Сформулировано на основании результата анализа источников,,
,,,,CBARA,,"Текстовая часть Раздела 11 проектной документации ""Мероприятия по обеспечению доступа инвалидов""",Документированные результаты проектирования в соответствии с требованиями к содержанию текстовой части Раздела 11 проектной документации ОКС производственного и непроизводственного назначения,Постановление Правительства РФ от 16.02.2008 N 87,,,Сформулировано на основании результата анализа источников,,
,,,,,CBARA010,Описание мероприятий по обеспечению доступа инвалидов к объектам,"Структурный элемент текстовой части Раздела 11 проектной документации ""Мероприятия по обеспечению доступа инвалидов"", содержащий описание мероприятий по обеспечению доступа инвалидов к объектам, указанным в подпункте ""в"" пункта 3 части 7 статьи 51 Градостроительного кодекса Российской Федерации ",Постановление Правительства РФ от 16.02.2008 N 87,,,Сформулировано на основании результата анализа источников,,
,,,,,CBARA020,"Обоснование принятых конструктивных, объемно-планировочных и иных технических решений, обеспечивающих безопасное перемещение инвалидов на объектах","Структурный элемент текстовой части Раздела 11 проектной документации ""Мероприятия по обеспечению доступа инвалидов"", содержащий обоснование принятых конструктивных, объемно-планировочных и иных технических решений, обеспечивающих безопасное перемещение инвалидов на объектах, а также их эвакуацию из указанных объектов в случае пожара или стихийного бедствия",Постановление Правительства РФ от 16.02.2008 N 87,,,Сформулировано на основании результата анализа источников,,
,,,,,CBARA030,Описание проектных решений по обустройству рабочих мест инвалидов ,"Структурный элемент текстовой части Раздела 11 проектной документации ""Мероприятия по обеспечению доступа инвалидов"", содержащий описание проектных решений по обустройству рабочих мест инвалидов (при необходимости)",Постановление Правительства РФ от 16.02.2008 N 87,,,,,
,,,,CBARB,,"Графическая часть Раздела 11 проектной документации ""Мероприятия по обеспечению доступа инвалидов""",Документированные результаты проектирования в соответствии с требованиями к содержанию графической части Раздела 11 проектной документации ОКС производственного и непроизводственного назначения,Постановление Правительства РФ от 16.02.2008 N 87,,,Сформулировано на основании результата анализа источников,,
,,,,,CBARB010,Схема планировочной организации земельного участка с указанием путей перемещения инвалидов,"Структурный элемент графической части Раздела 11 проектной документации ""Мероприятия по обеспечению доступа инвалидов"", содержащий схему (или фрагмент схемы) планировочной организации земельного участка, на котором расположены объекты с указанием путей перемещения инвалидов",Постановление Правительства РФ от 16.02.2008 N 87,,,Сформулировано на основании результата анализа источников,,
,,,,,CBARB020,Поэтажный план зданий ОКС с указанием путей перемещения инвалидов,"Структурный элемент графической части Раздела 11 проектной документации ""Мероприятия по обеспечению доступа инвалидов"", содержащий поэтажный план зданий ОКС с указанием путей перемещения инвалидов по объекту капитального строительства, а также путей их эвакуации",Постановление Правительства РФ от 16.02.2008 N 87,,,Сформулировано на основании результата анализа источников,,
,,,CBAS,,,"Раздел 12 проектной документации ""Смета на строительство, реконструкцию, капитальный ремонт, снос объекта капитального строительства""",Документированные результаты проектирования в соответствии с требованиями к содержанию Раздела 12 проектной документации ОКС производственного и непроизводственного назначения,Постановление Правительства РФ от 16.02.2008 N 87,,,Сформулировано на основании результата анализа источников,,
,,,,CBASA,,"Текстовая часть Раздела 12 проектной документации ""Смета на строительство ОКС""",Документированные результаты проектирования в соответствии с требованиями к содержанию текстовой части Раздела 12 проектной документации ОКС производственного и непроизводственного назначения,Постановление Правительства РФ от 16.02.2008 N 87,,,Сформулировано на основании результата анализа источников,,
,,,,,CBASA010,Сведения о месте расположения ОКС,"Структурный элемент текстовой части Раздела 12 проектной документации ""Смета на строительство ОКС"", содержащий сведения о месте расположения ОКС",Постановление Правительства РФ от 16.02.2008 N 87,,,Сформулировано на основании результата анализа источников,,
,,,,,CBASA020,Обоснование особенностей определения сметной стоимости строительных работ для ОКС,"Структурный элемент текстовой части Раздела 12 проектной документации ""Смета на строительство ОКС"", содержащий обоснование особенностей определения сметной стоимости строительных работ для ОКС",Постановление Правительства РФ от 16.02.2008 N 87,,,Сформулировано на основании результата анализа источников,,
C,CB,,,,CBASA040,"Сводный сметный расчет стоимости строительства, реконструкции, капитального ремонта","Структурный элемент текстовой части Раздела 12 проектной документации ""Смета на строительство ОКС"", содержащий сводный сметный расчет стоимости строительства, реконструкции, капитального ремонта составляется с распределением средств по следующим главам:
-подготовка территории строительства, реконструкции, капитального ремонта (глава 1); 
-основные объекты строительства, реконструкции, капитального ремонта (глава 2);
-объекты подсобного и обслуживающего назначения (глава 3);
-объекты энергетического хозяйства (глава 4);
-объекты транспортного хозяйства и связи (глава 5);
-наружные сети и сооружения водоснабжения, водоотведения, теплоснабжения и газоснабжения (глава 6);
-благоустройство и озеленение территории (глава 7);
-временные здания и сооружения (глава 8);
-прочие работы и затраты (глава 9);
-содержание службы заказчика. Строительный контроль (глава 10);
-подготовка эксплуатационных кадров для строящегося объекта капитального строительства (глава 11);
-публичный технологический и ценовой аудит, подготовка обоснования инвестиций, осуществляемых в инвестиционный проект по созданию объекта капитального строительства, в отношении которого планируется заключение контракта, предметом которого является одновременно выполнение работ по проектированию, строительству и вводу в эксплуатацию объекта капитального строительства, технологический и ценовой аудит такого обоснования инвестиций, аудит проектной документации, проектные и изыскательские работы (глава 12). 
",Постановление Правительства РФ от 16.02.2008 N 87,,,Сформулировано на основании результата анализа источников,,
,,,,,CBASA050,Объектный сметный расчет,"Структурный элемент текстовой части Раздела 12 проектной документации ""Смета на строительство ОКС"", содержащий объектный сметный расчет",Постановление Правительства РФ от 16.02.2008 N 87,,,Сформулировано на основании результата анализа источников,,
,,,,,CBASA060,Локальный сметный расчет,"Структурный элемент текстовой части Раздела 12 проектной документации ""Смета на строительство ОКС"", содержащий локальный сметный расчет",Постановление Правительства РФ от 16.02.2008 N 87,,,Сформулировано на основании результата анализа источников,,
,,,,,CBASA070,Сметный расчет на отдельные виды затрат,"Структурный элемент текстовой части Раздела 12 проектной документации ""Смета на строительство ОКС"", содержащий сметный расчет на отдельные виды затрат",Постановление Правительства РФ от 16.02.2008 N 87,,,Сформулировано на основании результата анализа источников,,
,,,,,CBASA080,"Перечень примененных сметных нормативов, а также перечень примененных укрупненных нормативов цены строительства или сведения о сметной стоимости строительства, реконструкции объекта капитального строительства","Структурный элемент текстовой части Раздела 12 проектной документации ""Смета на строительство ОКС"", содержащий перечень примененных сметных нормативов, а также перечень примененных укрупненных нормативов цены строительства или сведения о сметной стоимости строительства, реконструкции объекта капитального строительства, аналогичного по назначению, проектной мощности, природным и иным условиям территории, на которой планируется осуществлять строительство, реконструкцию объекта капитального строительства, указанной в проектной документации на такой объект, получившей положительное заключение государственной экспертизы в части проверки сметной стоимости, с указанием наименования, сметной стоимости, назначения, мощности, площади и (или) протяженности (для линейных объектов) и природных условий территории (климатический район и подрайон, ветровой район, снеговой район, интенсивность сейсмических воздействий, инженерно-геологические условия), на которой расположен такой объект (в случаях, когда укрупненные нормативы цены строительства отсутствуют)",Постановление Правительства РФ от 16.02.2008 N 87,,,,,
,,,,,CBASA090,"Другие сведения о порядке определения сметной стоимости строительства, реконструкции, капитального ремонта объекта капитального строительства","Структурный элемент текстовой части Раздела 12 проектной документации ""Смета на строительство ОКС"", содержащий другие сведения о порядке определения сметной стоимости строительства, реконструкции, капитального ремонта объекта капитального строительства, характерные для него",Постановление Правительства РФ от 16.02.2008 N 87,,,,,
,,,CBAT,,,"Раздел 13 проектной документации ""Иная документация в случаях, предусмотренных законодательными и иными нормативными правовыми актами Российской Федерации"" ","Документированные результаты проектирования в соответствии с требованиями к содержанию Раздела 13 проектной документации ОКС производственного и непроизводственного назначения. Содержит документацию, необходимость разработки которой при осуществлении проектирования, строительства, реконструкции, капитального ремонта объекта капитального строительства предусмотрена законодательными и иными нормативными правовыми актами Российской Федерации",Постановление Правительства РФ от 16.02.2008 N 87,По форме предоставления информации,,Сформулировано на основании результата анализа источников,,
,,,,CBATA,,"Текстовая часть Раздела 13 проектной документации ""Иная документация в случаях, предусмотренных законодательными и иными нормативными правовыми актами Российской Федерации"" ",Документированные результаты проектирования в соответствии с требованиями к содержанию текстовой части Раздела 13 проектной документации ОКС производственного и непроизводственного назначения,Постановление Правительства РФ от 16.02.2008 N 87,,,Сформулировано на основании результата анализа источников,,
,,,,,CBATA010,Описание мероприятий по гражданской обороне,"Структурный элемент текстовой части Раздела 13 проектной документации ""Иная документация в случаях, предусмотренных законодательными и иными нормативными правовыми актами Российской Федерации"", содержащий описание мероприятий по гражданской обороне",Постановление Правительства РФ от 16.02.2008 N 87,,,Сформулировано на основании результата анализа источников,,
,,,,,CBATA020,Описание мероприятий по предупреждению чрезвычайных ситуаций природного и техногенного характера,"Структурный элемент текстовой части Раздела 13 проектной документации ""Иная документация в случаях, предусмотренных законодательными и иными нормативными правовыми актами Российской Федерации"", содержащий описание мероприятий по предупреждению чрезвычайных ситуаций природного и техногенного характера",Постановление Правительства РФ от 16.02.2008 N 87,,,Сформулировано на основании результата анализа источников,,
,,,,,CBATA060,Декларация промышленной безопасности опасного производственного объекта,"Структурный элемент текстовой части Раздела 13 проектной документации ""Иная документация в случаях, предусмотренных законодательными и иными нормативными правовыми актами Российской Федерации"" , содержащий декларацию промышленной безопасности опасного производственного объекта",Постановление Правительства РФ от 16.02.2008 N 87,,,Сформулировано на основании результата анализа источников,,
,,,,,CBATA080,Декларацию безопасности гидротехнических сооружений,"Структурный элемент текстовой части Раздела 13 проектной документации ""Иная документация в случаях, предусмотренных законодательными и иными нормативными правовыми актами Российской Федерации"" , содержащий декларацию безопасности гидротехнических сооружений, разрабатываемую на стадии проектирования",Постановление Правительства РФ от 16.02.2008 N 87,,,,,
,,,,,CBATA090,"Описание мероприятий по противодействию терроризму для объектов использования атомной энергии (в том числе ядерных установок, пунктов хранения ядерных материалов и радиоактивных веществ), опасных производственных объектов, определяемых таковыми в соответствии с законодательством Российской Федерации, особо опасных, технически сложных, уникальных объектов, объектов обороны и безопасности","Структурный элемент текстовой части Раздела 13 проектной документации ""Иная документация в случаях, предусмотренных законодательными и иными нормативными правовыми актами Российской Федерации"" , содержащий описание мероприятий по противодействию терроризму для объектов использования атомной энергии (в том числе ядерных установок, пунктов хранения ядерных материалов и радиоактивных веществ), опасных производственных объектов, определяемых таковыми в соответствии с законодательством Российской Федерации, особо опасных, технически сложных, уникальных объектов, объектов обороны и безопасности",Постановление Правительства РФ от 16.02.2008 N 87,,,,,
,,,,,CBATA100,"Иная документациz, установленную законодательными и иными нормативными правовыми актами Российской Федерации","Структурный элемент текстовой части Раздела 13 проектной документации ""Иная документация в случаях, предусмотренных законодательными и иными нормативными правовыми актами Российской Федерации"" , содержащий иную документацию, установленную законодательными и иными нормативными правовыми актами Российской Федерации",Постановление Правительства РФ от 16.02.2008 N 87,,,,,
,,,CBAU,,,"Раздел 10 проектной документации ""Требования к обеспечению безопасной эксплуатации объектов капитального строительства""",Документированные результаты проектирования в соответствии с требованиями к содержанию Раздела 10 проектной документации ОКС производственного и непроизводственного назначения,Постановление Правительства РФ от 16.02.2008 N 87,,,,,
,,,,CBAUA,,"Текстовая часть Раздел 10 проектной документации ""Требования к обеспечению безопасной эксплуатации объектов капитального строительства""",Документированные результаты проектирования в соответствии с требованиями к содержанию текстовой части Раздела 10 проектной документации ОКС производственного и непроизводственного назначения,Постановление Правительства РФ от 16.02.2008 N 87,,,,,
,,,,,CBAUA010,"Описание требований к способам проведения мероприятий по техническому обслуживанию объекта капитального строительства, при которых исключается угроза нарушения безопасности строительных конструкций, сетей инженерно-технического обеспечения и систем инженерно-технического обеспечения или нарушения санитарно-эпидемиологических требований к среде обитания человека","Структурный элемент текстовой части Раздела 10 проектной документации ""Требования к обеспечению безопасной эксплуатации объектов капитального строительства"", содержащий описание требований к способам проведения мероприятий по техническому обслуживанию объекта капитального строительства, при которых исключается угроза нарушения безопасности строительных конструкций, сетей инженерно-технического обеспечения и систем инженерно-технического обеспечения или нарушения санитарно-эпидемиологических требований к среде обитания человека",Постановление Правительства РФ от 16.02.2008 N 87,,,,,
,,,,,CBAUA020,"Описание сведений о минимальной периодичности осуществления проверок, осмотров и освидетельствований состояния строительных конструкций, основания, сетей инженерно-технического обеспечения и систем инженерно-технического обеспечения здания, строения или сооружения и (или) о необходимости проведения мониторинга компонентов окружающей среды, состояния основания, строительных конструкций и систем инженерно-технического обеспечения в процессе эксплуатации здания, строения или сооружения","Структурный элемент текстовой части Раздела 10 проектной документации ""Требования к обеспечению безопасной эксплуатации объектов капитального строительства"", содержащий описание  сведений о минимальной периодичности осуществления проверок, осмотров и освидетельствований состояния строительных конструкций, основания, сетей инженерно-технического обеспечения и систем инженерно-технического обеспечения здания, строения или сооружения и (или) о необходимости проведения мониторинга компонентов окружающей среды, состояния основания, строительных конструкций и систем инженерно-технического обеспечения в процессе эксплуатации здания, строения или сооружения",Постановление Правительства РФ от 16.02.2008 N 87,,,,,
